Time_UTC_Chile,Los_Tilos,San_Antonio_de_Naltahua,San_Pedro_de_Melipilla,Carmen_Rosa
15-05-27,2.5,0.1,0,9.31
15-05-28,1.6,0,0,9.66
15-05-29,3.1,2.3,2.9,12.79
15-05-30,0,0.4,0.6,8.8
15-05-31,0,0.3,0,7.87
15-06-01,2.2,0,0.2,9.1
15-06-02,3.2,1.7,2.3,11.18
15-06-03,3.7,3.3,4.3,11.46
15-06-04,3,2.2,2.6,10.54
15-06-05,2.1,1.3,2.4,11.04
15-06-06,2.1,2.6,2.4,12.54
15-06-07,2.8,3.1,2.2,11.86
15-06-08,1.7,1.1,0.2,9.27
15-06-09,0,1.5,3.1,10.34
15-06-10,0.6,0,0,10.27
15-06-11,0,0,0,8.53
15-06-12,0,0,0,6.5
15-06-13,0,0,0,6.06
15-06-14,0,0,0,6.11
15-06-15,0,0,0,8.51
15-06-16,0,0,0,7.49
15-06-17,0,0,0,6.77
15-06-18,0.6,0.4,0,8.25
15-06-19,2.8,0.7,0,9.8
15-06-20,2.7,1.2,0.9,11.73
15-06-21,0.9,0.3,0,10.09
15-06-22,2.3,0,0,9.49
15-06-23,0,0,0,6.68
15-06-24,0,0,1.6,7.9
15-06-25,0.5,0.8,0.8,8.85
15-06-26,1.4,1,0.4,8.78
15-06-27,1.7,0,0,9.35
15-06-28,0,0,0,9.4
15-06-29,0,0,0,7.3
15-06-30,0,0,0,7.68
15-07-01,0,0,0,8.22
15-07-02,1.1,0,0.4,9.83
15-07-03,0,0.3,0,9.85
15-07-04,0,0,0,6.65
15-07-05,0,0,0,6.96
15-07-06,0,0,0,6.86
15-07-07,0.2,0.1,0,8.45
15-07-08,0.3,0,0,8.71
15-07-09,2,1,2.8,10.97
15-07-10,0.6,2.5,2.1,11.16
15-07-11,0.1,1.7,2.3,10.18
15-07-12,0,0.2,0.1,9.96
15-07-13,0,0,0,8.06
15-07-14,0,0,0,5.95
15-07-15,0,0,0,4.83
15-07-16,0,0,0.5,8.02
15-07-17,0.3,0,0,7.96
15-07-18,0,0,0,6.2
15-07-19,0,0,0,7.9
15-07-20,0,0,0,7.42
15-07-21,0,0,0,7.2
15-07-22,0,0,0,7.03
15-07-23,0.4,0.9,0,8.43
15-07-24,3.5,0.7,0,9.98
15-07-25,3.4,3.3,1.4,11.23
15-07-26,1.2,0,0.5,8.25
15-07-27,0,0,1.7,9.25
15-07-28,0,0,0.1,10.01
15-07-29,3.1,3.5,2.8,11.3
15-07-30,0,0,0,7.94
15-07-31,0,0,0,9.04
15-08-01,0,2.4,1.6,10.16
15-08-02,0,0.8,0,10.35
15-08-03,0,0,0,9.09
15-08-04,5.6,5.1,4,13.29
15-08-05,3.1,3.5,3.3,12.36
15-08-06,0,0.2,1.8,9.69
15-08-07,0,0,1.4,8.43
15-08-08,2.1,4.8,3.3,11.59
15-08-09,0,1.3,0.9,10.42
15-08-10,0,0.2,0,10.04
15-08-11,0,0,0,9.33
15-08-12,0,0,0,7.46
15-08-13,0,0,0.1,6.87
15-08-14,0,0.3,0.1,9.73
15-08-15,0,0,0,9.14
15-08-16,0,0,0,9.21
15-08-17,0,0,0,9.12
15-08-18,0.5,1,0.2,11.11
15-08-19,3.3,5.2,0.3,12.34
15-08-20,4.1,0,0.8,12.09
15-08-21,0.8,0.2,0,11.57
15-08-22,0.3,0,1,10.67
15-08-23,1.4,1.3,0.5,12.12
15-08-24,3.2,5.4,3.2,12.46
15-08-25,1.5,1.6,2.2,11.18
15-08-26,2.9,2.2,3,12.98
15-08-27,2.2,1.2,0,11.45
15-08-28,5.9,5.4,3.3,14.04
15-08-29,4.2,3.6,4.2,13.25
15-08-30,5.1,4.8,5.9,16.04
15-08-31,5.8,6.4,5.6,17.66
15-09-01,6.3,6.5,6.1,17.75
15-09-02,6.3,5.5,5.3,17.4
15-09-03,6.1,4.7,4,17.09
15-09-04,6.8,4.4,2.6,15.68
15-09-05,5,0,1.3,10.74
15-09-06,3.5,5.3,4.8,13.56
15-09-07,0,1,2.4,11.42
15-09-08,0,0,1.6,9.76
15-09-09,0,0.5,1.1,9.87
15-09-10,0.7,1.1,1.4,10.76
15-09-11,0.2,1,0.4,10.07
15-09-12,2.5,2.4,1.2,13.61
15-09-13,5,3.7,2.4,14.45
15-09-14,4.6,4.7,3.5,13.78
15-09-15,0,0.1,1.2,9.7
15-09-16,0.7,2,1.4,11.03
15-09-17,3.4,3.4,2.1,13.06
15-09-18,1.4,1.4,0.5,11.9
15-09-19,1.1,2.5,1.3,12.28
15-09-20,5.1,4.1,4.1,14
15-09-21,3.5,3.4,1.4,13.17
15-09-22,3.3,3.9,2.6,13.39
15-09-23,2.6,2.8,0.3,13.59
15-09-24,0,0,0,8.77
15-09-25,0,0,0,8.95
15-09-26,1.7,3.5,3.6,12.01
15-09-27,0.8,2.2,2.2,11.92
15-09-28,7.1,6.6,6.1,16.45
15-09-29,6.5,6.6,6.2,16.03
15-09-30,7,5.9,4.7,15.93
15-10-01,2.4,2.5,1.5,12.45
15-10-02,5.5,3.9,4.7,14.41
15-10-03,4.5,3.1,2.7,12.8
15-10-04,2,3.2,3.5,12.34
15-10-05,1.5,2.9,3.5,11.73
15-10-06,1.2,2.7,3,11.92
15-10-07,0.6,0.4,0,10.63
15-10-08,0,0,0.1,12.21
15-10-09,1.3,0.8,0.3,11.07
15-10-10,2.3,2.2,1.9,13.2
15-10-11,3.8,3.9,2,14.36
15-10-12,5.1,3.9,1.3,13.64
15-10-13,5.2,2.9,2.8,14.84
15-10-14,0,0,0,10.26
15-10-15,0.1,0.6,0.9,14.63
15-10-16,0,0,0.8,9.9
15-10-17,3.8,3.1,3.4,13.49
15-10-18,5.7,6,5.3,15.84
15-10-19,1.4,0.4,1,12.18
15-10-20,2.6,1.3,1.7,11.17
15-10-21,2.6,2.9,1.6,12.66
15-10-22,5.1,4.5,3,14.41
15-10-23,3.8,3.9,1.9,14.24
15-10-24,4,3.9,3,13.95
15-10-25,4.1,4.5,3.4,14.83
15-10-26,6,5.7,5,15.63
15-10-27,8,6.8,5.7,15.81
15-10-28,5.4,4.5,5.8,15.11
15-10-29,6.5,5.2,4.8,15.66
15-10-30,6.6,6.8,5,16.42
15-10-31,5.6,5.3,3.4,15.36
15-11-01,4.2,4.1,2.5,13.91
15-11-02,2.2,3.9,3.8,12.5
15-11-03,6,6.7,7.1,15.83
15-11-04,7.4,8.9,9.4,17.79
15-11-05,7.4,6.8,6,16.88
15-11-06,7.8,5.7,4.3,14.78
15-11-07,6,4.8,4.3,14.59
15-11-08,4.3,4.6,4.6,14.29
15-11-09,5.4,6.6,3,15.15
15-11-10,6.2,6,4.6,15.9
15-11-11,6.4,8.1,5.2,15.96
15-11-12,6.9,7.9,8.1,16.81
15-11-13,8.4,9,8.5,18.85
15-11-14,9.8,8.7,6.9,18.61
15-11-15,7.9,6.4,4.8,16.77
15-11-16,5.2,4.2,4.2,14.46
15-11-17,7.5,8.1,7.7,17.25
15-11-18,4.5,4.8,3.1,13.54
15-11-19,3.4,4.4,2.7,13.83
15-11-20,6.5,5.9,5.2,15.06
15-11-21,4.5,5.4,5,15.56
15-11-22,6,6.5,5.5,15.99
15-11-23,8.4,6.3,4.5,16.4
15-11-24,5.2,4.9,3.5,14.87
15-11-25,6.2,6,5.6,16.89
15-11-26,5.2,5.1,4,15.64
15-11-27,5.8,6.3,5.6,16.56
15-11-28,9.6,7.5,8.4,17.9
15-11-29,10,8.8,7.3,19.49
15-11-30,8.3,7.1,6.3,16.73
15-12-01,9.3,8,7,17.11
15-12-02,6.4,6.7,5,15.13
15-12-03,9.2,9.2,7.7,17.59
15-12-04,9,8.6,8.7,18.86
15-12-05,10.1,9.5,8.7,18.99
15-12-06,10.2,10.5,10.5,18.19
15-12-07,10.5,10.3,10,19.4
15-12-08,9.8,8.4,6,18.36
15-12-09,9.8,8.4,6.5,18.68
15-12-10,10.5,8.8,6.7,19.05
15-12-11,9.4,7.3,7.4,18.04
15-12-12,8.4,6.7,4.8,16.38
15-12-13,6.1,6.1,5.1,14.34
15-12-14,8.9,8.5,6.6,18.28
15-12-15,11,9.9,9.3,19.29
15-12-16,6.9,6.1,5,16.78
15-12-17,7.7,6.7,6.5,17.49
15-12-18,9.4,9.2,9,19.17
15-12-19,9.4,7.5,5.7,18.55
15-12-20,6.8,6.3,6.3,16.18
15-12-21,7.5,6.3,5.5,15.94
15-12-22,6.9,7.3,6.4,17.05
15-12-23,10.8,10.5,10.3,19.51
15-12-24,12,10.5,10,20.91
15-12-25,11.5,8.8,6.7,19.97
15-12-26,12.2,9.6,7.7,20.28
15-12-27,12.4,10.4,8.3,20.86
15-12-28,11.5,9.4,7.4,19.68
15-12-29,10.6,10.4,9.8,18.38
15-12-30,12.7,13.4,12.6,20.37
15-12-31,11.1,9.9,8.4,20.05
16-01-01,10.9,8.9,9.6,18.29
16-01-02,10.7,10.3,10.7,18.53
16-01-03,7.4,7,7.2,17.83
16-01-04,10.9,12.1,10.2,20.19
16-01-05,11.3,10.6,9,20.17
16-01-06,11.7,12.4,10.9,20.68
16-01-07,10.5,11.1,10.9,20.86
16-01-08,10.5,10.7,9.7,19.45
16-01-09,11.3,10.8,10,20.18
16-01-10,10.8,9.4,9,19.52
16-01-11,8.6,9.2,7.5,17.57
16-01-12,7.5,9.2,8.4,17.45
16-01-13,10.4,10,9.2,20.15
16-01-14,10.1,9.6,9.4,18.57
16-01-15,10.9,10.5,10.1,20.47
16-01-16,12.4,11.6,12.2,22.14
16-01-17,13.3,12.5,12.7,22.83
16-01-18,11.8,9.4,7.4,20.52
16-01-19,11.3,11.4,12.2,20.64
16-01-20,12.4,10.5,9.4,21.07
16-01-21,10.8,9.3,10.3,19.57
16-01-22,11.5,10.3,9.4,20.38
16-01-23,9.3,8.1,8.6,18.79
16-01-24,9.1,9.8,11,18.86
16-01-25,7.3,8.3,8.7,16.87
16-01-26,8.6,9.3,7.6,18.71
16-01-27,9.8,10.4,10.8,19.5
16-01-28,13,12.3,11.1,21.61
16-01-29,9.4,9.1,8.7,18.7
16-01-30,12.6,11.7,12.3,21.34
16-01-31,11.4,10.1,10.5,20.33
16-02-01,11.5,10.5,9,19.56
16-02-02,10.2,9.8,8.7,18.26
16-02-03,10.7,12.3,11.2,19.62
16-02-04,11.5,10.9,9.3,19.67
16-02-05,11.3,9.7,7.5,18.89
16-02-06,10.5,8.2,7.2,18.34
16-02-07,9.7,7.5,7.4,17.57
16-02-08,10.8,9.4,9.7,18.77
16-02-09,12,9.9,7.9,20.13
16-02-10,10,8.7,8.2,18.36
16-02-11,10.1,8.7,7.7,18.09
16-02-12,9.4,8.2,8.7,17.54
16-02-13,10.8,9.8,10.1,19.57
16-02-14,11.9,10.8,11.4,20.81
16-02-15,12.2,10.2,8.7,20.1
16-02-16,7.1,7.7,7,16.69
16-02-17,9.1,8.5,7.6,18.04
16-02-18,10.1,9,9.2,18.87
16-02-19,12.8,10.8,11.2,20.89
16-02-20,13,10.6,11.5,20.5
16-02-21,11.9,9.3,8.4,19.15
16-02-22,12.1,9.3,8.6,19.94
16-02-23,12.7,10.4,8,20.69
16-02-24,13,10.8,10.8,20.97
16-02-25,11.4,9.5,8,19.23
16-02-26,8.5,7.3,7.2,17.1
16-02-27,10.3,9.8,9.5,19.37
16-02-28,11.6,10,9.2,19.5
16-02-29,10.6,8.6,6.9,18.79
16-03-01,12.2,10.7,10,18.92
16-03-02,11.2,9.3,10.5,18.54
16-03-03,7.8,6.8,7.3,16.43
16-03-04,10.6,10.1,10.7,18.13
16-03-05,8.7,8.6,9.9,17.13
16-03-06,8.6,8.1,7.5,16.45
16-03-07,5.9,6.6,6.5,14.81
16-03-08,7.9,8.1,8.4,16.88
16-03-09,11.1,10.2,10.1,19.39
16-03-10,10.7,7.2,5.7,17.45
16-03-11,10.4,10,9,17.49
16-03-12,8.4,7.8,6.7,16.46
16-03-13,9,8.5,8.7,17.36
16-03-14,10.7,9.4,7.4,18.06
16-03-15,11.4,10.2,9.3,18.51
16-03-16,9.2,6.3,5.1,15.78
16-03-17,6.8,6.4,7.3,15.75
16-03-18,8.4,7.6,7.2,16.28
16-03-19,8,5.6,3.3,15.81
16-03-20,7.8,8.1,9.1,16.22
16-03-21,8.4,8.1,9.1,16.33
16-03-22,9.7,9.5,9.8,17.45
16-03-23,6.3,6.6,7.4,15.61
16-03-24,6.5,4.2,4.9,14.43
16-03-25,9.8,8.5,9.2,17.32
16-03-26,5.5,5.2,4.8,15.27
16-03-27,7,5.2,5.5,15.23
16-03-28,6.9,6,6.6,14.77
16-03-29,4.8,3.7,5,13.77
16-03-30,5,5.5,6,14.39
16-03-31,8,8.8,7.5,16.68
16-04-01,7.2,6.7,8.1,15.85
16-04-02,6.3,6.5,7.2,15.52
16-04-03,3.5,3,3.4,12.91
16-04-04,8.1,5.2,5.4,15.95
16-04-05,4.8,4.3,2.9,13.07
16-04-06,6.2,5.3,5.4,13.74
16-04-07,3.4,4.1,7.4,12.24
16-04-08,4.7,3.9,5,12.47
16-04-09,3.4,3.1,2.7,12.31
16-04-10,3.5,4.4,3.8,11.82
16-04-11,5.4,4,2,12.85
16-04-12,1.9,2.8,3.5,12.89
16-04-13,2.7,1.5,2.8,10.66
16-04-14,4.4,4.9,3.6,14.02
16-04-15,4.3,6.2,6.4,15.01
16-04-16,6.9,8.4,8.2,16.39
16-04-17,3,3.9,4.2,13.33
16-04-18,4.3,6.3,4.5,14.01
16-04-19,4.7,4.1,4.9,13.98
16-04-20,4.7,4.3,4.1,12.98
16-04-21,5.6,8.3,8.3,15.4
16-04-22,3.6,3.3,2.7,12.49
16-04-23,1.7,3.5,2.8,12.33
16-04-24,0,0.5,1.4,10.7
16-04-25,0,0,1.1,8.5
16-04-26,1.5,2.9,1.9,9.98
16-04-27,4.3,2.8,2.4,10.59
16-04-28,3.7,4.2,4.7,12.45
16-04-29,6,5.8,6.5,14.62
16-04-30,6.1,6.3,5.1,13.53
16-05-01,4.1,3.8,4.4,12.95
16-05-02,8.1,7.8,7.1,15.33
16-05-03,7.6,8.5,7.5,16.2
16-05-04,6,4.5,3.9,13.59
16-05-05,3.1,4.6,4,13.74
16-05-06,1.1,1.8,3,11.2
16-05-07,3.4,1.9,1.3,11.51
16-05-08,3.5,5.3,3.3,13.31
16-05-09,3.7,3.3,3.1,12.62
16-05-10,2.8,3.4,4.2,12.45
16-05-11,2.3,2.2,2.4,12.39
16-05-12,1.5,1.6,1.5,10.54
16-05-13,3.2,4,4.1,11.77
16-05-14,2.6,3.5,3.9,11.73
16-05-15,3.7,4,4,13.08
16-05-16,4.3,4.2,3.5,12.63
16-05-17,4.3,4.3,5.1,13.14
16-05-18,1.1,3.8,3.5,12.02
16-05-19,3.2,4.8,5.3,12.69
16-05-20,2.5,4.7,5.3,12.98
16-05-21,1,2.2,2.9,12.21
16-05-22,1.8,2.7,2.7,9.91
16-05-23,4.3,4.2,4.2,12
16-05-24,1.2,0.2,2.9,9.27
16-05-25,1.2,1,2.3,10.52
16-05-26,0,0,1.4,9.4
16-05-27,2.5,1.5,1.8,11.13
16-05-28,0,0,0,9.7
16-05-29,1.3,2.4,2,11.29
16-05-30,2.2,3,0.8,11.23
16-05-31,0.1,0.5,0.2,10.01
16-06-01,0.5,0,0,9.33
16-06-02,0,0,0,8.11
16-06-03,0,0,0,9.22
16-06-04,0,0,0,9.39
16-06-05,0,0,0,7.35
16-06-06,0,0,0,5.92
16-06-07,0,0,0,5.6
16-06-08,0,0,0,6.92
16-06-09,0,0,0,5.52
16-06-10,0,0,0,6.27
16-06-11,1,0,0,6.48
16-06-12,1.8,0.3,1.1,8.79
16-06-13,0.9,1.4,1.5,11.05
16-06-14,0,0,0,9.01
16-06-15,0,0,0,5.74
16-06-16,0.6,0.5,0,6.74
16-06-17,2,0,0,7.45
16-06-18,0.1,0,0,6.58
16-06-19,0,0,0,5.8
16-06-20,0,0,0,8.1
16-06-21,0,0,0,5.33
16-06-22,0,0,0,4.81
16-06-23,0,0,0,6.22
16-06-24,0,0,0,6.63
16-06-25,0,0,0,6.09
16-06-26,0,0,0,6.53
16-06-27,2,0.9,0.1,8.73
16-06-28,2.8,1.4,0,8.76
16-06-29,0,0,0,7.54
16-06-30,0,0,0,7
16-07-01,0.4,0,0,8.35
16-07-02,0,0,0,7.53
16-07-03,0,0,1.2,7.65
16-07-04,0,0,0,6.97
16-07-05,0,0,0,6.21
16-07-06,0,0,0,6.49
16-07-07,0,0,0,6.88
16-07-08,0,0,0,4.57
16-07-09,0,0,0,7.69
16-07-10,0,0,0,6.7
16-07-11,0,1,0.9,9.87
16-07-12,0,0,0,6.99
16-07-13,0,1.1,1.7,9.31
16-07-14,0.4,0,0,9.48
16-07-15,0,0,0,6.61
16-07-16,0,0,0,8.27
16-07-17,0,0,0,7.51
16-07-18,0,0.3,0,7.97
16-07-19,0,0,0,7.68
16-07-20,2,1.6,0.8,10.2
16-07-21,2.3,2.8,2.2,11.98
16-07-22,2.7,1.5,1.2,11.02
16-07-23,1.5,2.2,1.9,10.77
16-07-24,0.2,0.7,2.4,10.18
16-07-25,0.3,0,0,9.86
16-07-26,0,0.3,0,8.55
16-07-27,4.4,3.9,3.1,12.11
16-07-28,1.6,2.3,0.4,7.54
16-07-29,1.9,0.9,0.2,10.55
16-07-30,0,0.3,0,8.53
16-07-31,0,0.6,0,10.46
16-08-01,0.5,0.9,0,9.33
16-08-02,1,0,0,9.58
16-08-03,0,0.3,0,9.28
16-08-04,0.3,0,0,9.73
16-08-05,0,0,0,8.74
16-08-06,0,0.4,0,9.19
16-08-07,1.3,1.9,1.9,10.07
16-08-08,0.4,2.1,2.2,9.72
16-08-09,3.6,3,1.5,11.02
16-08-10,4.8,0,0,9.68
16-08-11,3.2,3.2,2.7,12.51
16-08-12,1,1.3,1.4,10.65
16-08-13,4.2,5.7,5.3,13.82
16-08-14,3.3,3.6,3.8,12.87
16-08-15,7.6,7.2,6.2,16.18
16-08-16,2.5,3,0.5,12.38
16-08-17,1.3,1.5,0,10.82
16-08-18,0,0,0,8.81
16-08-19,0,0,0,7.74
16-08-20,0,0.2,0,7.63
16-08-21,1.6,3.7,2.1,10.81
16-08-22,3.8,2.4,0.3,11.89
16-08-23,0,1.1,1.5,10.08
16-08-24,0,0.2,0.7,11.19
16-08-25,1.4,0.7,0,10.19
16-08-26,0.1,0.6,0.7,9.85
16-08-27,0.7,0.9,1.2,10.5
16-08-28,1.7,1.4,0,11.71
16-08-29,1.5,1.7,0.5,10.18
16-08-30,2.9,1.9,1.5,12.78
16-08-31,0,0,0.1,10.42
16-09-01,0,0,0,8.48
16-09-02,0,0,0,7.38
16-09-03,0,0,0,8.53
16-09-04,0,0,0,8.95
16-09-05,1.2,1.7,2.4,10.98
16-09-06,3.2,2.9,2.1,12.58
16-09-07,5.3,4.7,3.4,13.74
16-09-08,5.8,5.5,3.5,15.38
16-09-09,7,6.9,5.9,16.89
16-09-10,5.5,3.5,1,13.85
16-09-11,1.9,3.6,1.5,12.78
16-09-12,1.3,1.6,2,11.35
16-09-13,1.5,3,2.1,11.08
16-09-14,0.5,0.1,0,10.21
16-09-15,1.7,1.9,3.1,12.11
16-09-16,2.2,4.5,2.7,12.51
16-09-17,4.3,3.4,3.4,12.63
16-09-18,6,6.5,4.6,15
16-09-19,8,6.9,5.2,16.85
16-09-20,8.2,6.3,7.2,16.65
16-09-21,6.8,5.2,3.5,15.59
16-09-22,8.7,7.6,5.2,17.35
16-09-23,6.8,5.1,3,15.3
16-09-24,6.1,4.2,0.6,13.91
16-09-25,5.2,3,3.1,12.88
16-09-26,6.1,6.3,6.7,14.46
16-09-27,5.3,5.6,4.2,14.8
16-09-28,2.8,1.1,0.7,12.18
16-09-29,2.8,3,1.9,13.72
16-09-30,3.1,3.1,2.4,13.79
16-10-01,4.7,4.7,3.7,15.17
16-10-02,6.2,6,4.4,15.48
16-10-03,5.6,4.8,4.6,14.12
16-10-04,6.3,6.8,6.9,16.48
16-10-05,6.2,6.6,5.9,16.5
16-10-06,4.3,6.1,6.4,14.97
16-10-07,6.1,5.6,4.7,15.74
16-10-08,5.5,5.8,5.1,15.3
16-10-09,5.5,5.4,5.5,15.56
16-10-10,6.1,5.6,4.5,15.6
16-10-11,6.6,6.9,5.6,15.8
16-10-12,4.5,4,4.7,14.23
16-10-13,6.1,6.1,5.5,15.82
16-10-14,5,5.4,5.9,15.21
16-10-15,3.3,3.2,3.3,12.39
16-10-16,0.7,2.1,2.2,11.28
16-10-17,1.3,1.4,2.2,12.88
16-10-18,0.7,2.1,0.8,11.1
16-10-19,0.7,1.8,1.2,11.81
16-10-20,3.9,4.3,3.9,14.38
16-10-21,6.1,6.1,5.5,15.68
16-10-22,3.3,3.4,4.6,13.24
16-10-23,4.2,5.2,4.4,15.35
16-10-24,4.1,4.1,2.9,14.04
16-10-25,6,5.6,5.5,15.9
16-10-26,8.4,8.9,8.7,18.95
16-10-27,9.8,8.9,7.3,19.01
16-10-28,3.9,4.7,4.8,14.37
16-10-29,8.5,8.6,8.4,17.21
16-10-30,7.1,7.4,5.6,15.53
16-10-31,4.2,2.6,3.4,13.05
16-11-01,1.5,3.1,2.4,12.18
16-11-02,6.1,6.2,7.4,15.29
16-11-03,7.5,10.4,10.3,19.04
16-11-04,12.1,11.9,13.1,21.5
16-11-05,10.8,8.3,9.3,18.55
16-11-06,9.5,10,9.6,18.84
16-11-07,11.4,10.7,9.3,19.66
