Time_UTC_Chile,Los_Tilos,San_Antonio_de_Naltahua,San_Pedro_de_Melipilla,Carmen_Rosa
05/01/15,3.4,2.7,2.9,13.34
05/02/15,2.9,3.1,2.1,11.92
05/03/15,1.9,2.8,1.3,12.03
05/04/15,2.7,2.1,1.9,12.15
05/05/15,3.2,2,1.7,12.27
05/06/15,4.8,3.2,2.8,13.89
05/07/15,4,4.2,2.4,12.76
05/08/15,0,1.3,2,9.15
05/09/15,1.8,2.6,3.7,11.65
05/10/15,3.8,4.5,4.4,13.05
05/11/15,3.2,3.5,3.8,13.3
05/12/15,1.5,1.9,2.9,10.56
05/13/15,2.4,2.5,3,12.89
05/14/15,2.6,1.6,2.5,12.66
05/15/15,3.7,3.5,3.8,15
05/16/15,3.4,2.5,1.9,11.58
05/17/15,2.6,0.2,3.1,10.3
05/18/15,4.8,4.5,5.6,12.27
05/19/15,8.8,4.5,2.1,13.01
05/20/15,1.7,2.3,3.1,12.16
05/21/15,1.4,1.8,2,10.7
05/22/15,0,0.1,1.8,10.28
05/23/15,0,0.1,0,10.03
05/24/15,0,0,0,8.22
05/25/15,0,0,0,6.61
05/26/15,0,0,0,7.25
05/27/15,2.5,0.1,0,9.31
05/28/15,1.6,0,0,9.66
05/29/15,3.1,2.3,2.9,12.79
05/30/15,0,0.4,0.6,8.8
05/31/15,0,0.3,0,7.87
06/01/15,2.2,0,0.2,9.1
06/02/15,3.2,1.7,2.3,11.18
06/03/15,3.7,3.3,4.3,11.46
06/04/15,3,2.2,2.6,10.54
06/05/15,2.1,1.3,2.4,11.04
06/06/15,2.1,2.6,2.4,12.54
06/07/15,2.8,3.1,2.2,11.86
06/08/15,1.7,1.1,0.2,9.27
06/09/15,0,1.5,3.1,10.34
06/10/15,0.6,0,0,10.27
06/11/15,0,0,0,8.53
06/12/15,0,0,0,6.5
06/13/15,0,0,0,6.06
06/14/15,0,0,0,6.11
06/15/15,0,0,0,8.51
06/16/15,0,0,0,7.49
06/17/15,0,0,0,6.77
06/18/15,0.6,0.4,0,8.25
06/19/15,2.8,0.7,0,9.8
06/20/15,2.7,1.2,0.9,11.73
06/21/15,0.9,0.3,0,10.09
06/22/15,2.3,0,0,9.49
06/23/15,0,0,0,6.68
06/24/15,0,0,1.6,7.9
06/25/15,0.5,0.8,0.8,8.85
06/26/15,1.4,1,0.4,8.78
06/27/15,1.7,0,0,9.35
06/28/15,0,0,0,9.4
06/29/15,0,0,0,7.3
06/30/15,0,0,0,7.68
07/01/15,0,0,0,8.22
07/02/15,1.1,0,0.4,9.83
07/03/15,0,0.3,0,9.85
07/04/15,0,0,0,6.65
07/05/15,0,0,0,6.96
07/06/15,0,0,0,6.86
07/07/15,0.2,0.1,0,8.45
07/08/15,0.3,0,0,8.71
07/09/15,2,1,2.8,10.97
07/10/15,0.6,2.5,2.1,11.16
07/11/15,0.1,1.7,2.3,10.18
07/12/15,0,0.2,0.1,9.96
07/13/15,0,0,0,8.06
07/14/15,0,0,0,5.95
07/15/15,0,0,0,4.83
07/16/15,0,0,0.5,8.02
07/17/15,0.3,0,0,7.96
07/18/15,0,0,0,6.2
07/19/15,0,0,0,7.9
07/20/15,0,0,0,7.42
07/21/15,0,0,0,7.2
07/22/15,0,0,0,7.03
07/23/15,0.4,0.9,0,8.43
07/24/15,3.5,0.7,0,9.98
07/25/15,3.4,3.3,1.4,11.23
07/26/15,1.2,0,0.5,8.25
07/27/15,0,0,1.7,9.25
07/28/15,0,0,0.1,10.01
07/29/15,3.1,3.5,2.8,11.3
07/30/15,0,0,0,7.94
07/31/15,0,0,0,9.04
08/01/15,0,2.4,1.6,10.16
08/02/15,0,0.8,0,10.35
08/03/15,0,0,0,9.09
08/04/15,5.6,5.1,4,13.29
08/05/15,3.1,3.5,3.3,12.36
08/06/15,0,0.2,1.8,9.69
08/07/15,0,0,1.4,8.43
08/08/15,2.1,4.8,3.3,11.59
08/09/15,0,1.3,0.9,10.42
08/10/15,0,0.2,0,10.04
08/11/15,0,0,0,9.33
08/12/15,0,#N/A,0,7.46
08/13/15,0,#N/A,0.1,6.87
08/14/15,0,#N/A,0.1,9.73
08/15/15,0,#N/A,0,9.14
08/16/15,0,#N/A,0,9.21
08/17/15,0,#N/A,0,9.12
08/18/15,0.5,#N/A,0.2,11.11
08/19/15,3.3,5.2,0.3,12.34
08/20/15,4.1,0,0.8,12.09
08/21/15,0.8,#N/A,0,11.57
08/22/15,0.3,#N/A,1,10.67
08/23/15,1.4,#N/A,0.5,12.12
08/24/15,3.2,5.4,3.2,12.46
08/25/15,1.5,1.6,2.2,11.18
08/26/15,2.9,2.2,3,12.98
08/27/15,2.2,1.2,0,11.45
08/28/15,5.9,5.4,3.3,14.04
08/29/15,4.2,3.6,4.2,13.25
08/30/15,5.1,4.8,5.9,16.04
08/31/15,5.8,6.4,5.6,17.66
09/01/15,6.3,6.5,6.1,17.75
09/02/15,6.3,5.5,5.3,17.4
09/03/15,6.1,4.7,4,17.09
09/04/15,6.8,4.4,2.6,15.68
09/05/15,5,0,1.3,10.74
09/06/15,3.5,5.3,4.8,13.56
09/07/15,0,1,2.4,11.42
09/08/15,0,0,1.6,9.76
09/09/15,0,0.5,1.1,9.87
09/10/15,0.7,1.1,1.4,10.76
09/11/15,0.2,1,0.4,10.07
09/12/15,2.5,2.4,1.2,13.61
09/13/15,5,3.7,2.4,14.45
09/14/15,4.6,4.7,3.5,13.78
09/15/15,0,0.1,1.2,9.7
09/16/15,0.7,2,1.4,11.03
09/17/15,3.4,3.4,2.1,13.06
09/18/15,1.4,1.4,0.5,11.9
09/19/15,1.1,2.5,1.3,12.28
09/20/15,5.1,4.1,4.1,14
09/21/15,3.5,3.4,1.4,13.17
09/22/15,3.3,3.9,2.6,13.39
09/23/15,2.6,2.8,0.3,13.59
09/24/15,0,0,0,8.77
09/25/15,0,0,0,8.95
09/26/15,1.7,3.5,3.6,12.01
09/27/15,0.8,2.2,2.2,11.92
09/28/15,7.1,6.6,6.1,16.45
09/29/15,6.5,6.6,6.2,16.03
09/30/15,7,5.9,4.7,15.93
10/01/15,2.4,2.5,1.5,12.45
10/02/15,5.5,3.9,4.7,14.41
10/03/15,4.5,3.1,2.7,12.8
10/04/15,2,3.2,3.5,12.34
10/05/15,1.5,2.9,3.5,11.73
10/06/15,1.2,2.7,3,11.92
10/07/15,0.6,0.4,0,10.63
10/08/15,0,0,0.1,12.21
10/09/15,1.3,0.8,0.3,11.07
10/10/15,2.3,2.2,1.9,13.2
10/11/15,3.8,3.9,2,14.36
10/12/15,5.1,3.9,1.3,13.64
10/13/15,5.2,2.9,2.8,14.84
10/14/15,0,0,0,10.26
10/15/15,0.1,0.6,0.9,14.63
10/16/15,0,0,0.8,9.9
10/17/15,3.8,3.1,3.4,13.49
10/18/15,5.7,6,5.3,15.84
10/19/15,1.4,0.4,1,12.18
10/20/15,2.6,1.3,1.7,11.17
10/21/15,2.6,2.9,1.6,12.66
10/22/15,5.1,4.5,3,14.41
10/23/15,3.8,3.9,1.9,14.24
10/24/15,4,3.9,3,13.95
10/25/15,4.1,4.5,3.4,14.83
10/26/15,6,5.7,5,15.63
10/27/15,8,6.8,5.7,15.81
10/28/15,5.4,4.5,5.8,15.11
10/29/15,6.5,5.2,4.8,15.66
10/30/15,6.6,6.8,5,16.42
10/31/15,5.6,5.3,3.4,15.36
11/01/15,4.2,4.1,2.5,13.91
11/02/15,2.2,3.9,3.8,12.5
11/03/15,6,6.7,7.1,15.83
11/04/15,7.4,8.9,9.4,17.79
11/05/15,7.4,6.8,6,16.88
11/06/15,7.8,5.7,4.3,14.78
11/07/15,6,4.8,4.3,14.59
11/08/15,4.3,4.6,4.6,14.29
11/09/15,5.4,6.6,3,15.15
11/10/15,6.2,6,4.6,15.9
11/11/15,6.4,8.1,5.2,15.96
11/12/15,6.9,7.9,8.1,16.81
11/13/15,8.4,9,8.5,18.85
11/14/15,9.8,8.7,6.9,18.61
11/15/15,7.9,6.4,4.8,16.77
11/16/15,5.2,4.2,4.2,14.46
11/17/15,7.5,8.1,7.7,17.25
11/18/15,4.5,4.8,3.1,13.54
11/19/15,3.4,4.4,2.7,13.83
11/20/15,6.5,5.9,5.2,15.06
11/21/15,#N/A,5.4,5,15.56
11/22/15,#N/A,6.5,5.5,15.99
11/23/15,8.4,6.3,4.5,16.4
11/24/15,5.2,4.9,3.5,14.87
11/25/15,6.2,6,5.6,16.89
11/26/15,5.2,5.1,4,15.64
11/27/15,5.8,6.3,5.6,16.56
11/28/15,9.6,7.5,8.4,17.9
11/29/15,10,8.8,7.3,19.49
11/30/15,8.3,7.1,6.3,16.73
12/01/15,9.3,8,7,17.11
12/02/15,6.4,6.7,5,15.13
12/03/15,9.2,9.2,7.7,17.59
12/04/15,9,8.6,8.7,18.86
12/05/15,10.1,9.5,8.7,18.99
12/06/15,10.2,10.5,10.5,18.19
12/07/15,10.5,10.3,10,19.4
12/08/15,9.8,8.4,6,18.36
12/09/15,9.8,8.4,6.5,18.68
12/10/15,10.5,8.8,6.7,19.05
12/11/15,9.4,7.3,7.4,18.04
12/12/15,8.4,6.7,4.8,16.38
12/13/15,6.1,6.1,5.1,14.34
12/14/15,8.9,8.5,6.6,18.28
12/15/15,11,9.9,9.3,19.29
12/16/15,6.9,6.1,5,16.78
12/17/15,7.7,6.7,6.5,17.49
12/18/15,9.4,9.2,9,19.17
12/19/15,9.4,7.5,5.7,18.55
12/20/15,6.8,6.3,6.3,16.18
12/21/15,7.5,6.3,5.5,15.94
12/22/15,6.9,7.3,6.4,17.05
12/23/15,10.8,10.5,10.3,19.51
12/24/15,12,10.5,10,20.91
12/25/15,11.5,8.8,6.7,19.97
12/26/15,12.2,9.6,7.7,20.28
12/27/15,12.4,10.4,8.3,20.86
12/28/15,11.5,9.4,7.4,19.68
12/29/15,10.6,10.4,9.8,18.38
12/30/15,12.7,13.4,12.6,20.37
12/31/15,11.1,9.9,8.4,20.05
01/01/16,10.9,8.9,9.6,18.29
01/02/16,10.7,10.3,10.7,18.53
01/03/16,7.4,7,7.2,17.83
01/04/16,10.9,12.1,10.2,20.19
01/05/16,11.3,10.6,9,20.17
01/06/16,11.7,12.4,10.9,20.68
01/07/16,10.5,11.1,10.9,20.86
01/08/16,10.5,10.7,9.7,19.45
01/09/16,11.3,10.8,10,20.18
01/10/16,10.8,9.4,9,19.52
01/11/16,8.6,9.2,7.5,17.57
01/12/16,7.5,9.2,8.4,17.45
01/13/16,10.4,10,9.2,20.15
01/14/16,10.1,9.6,9.4,18.57
01/15/16,10.9,10.5,10.1,20.47
01/16/16,12.4,11.6,12.2,22.14
01/17/16,13.3,12.5,12.7,22.83
01/18/16,11.8,9.4,7.4,20.52
01/19/16,11.3,11.4,12.2,20.64
01/20/16,12.4,10.5,9.4,21.07
01/21/16,10.8,9.3,10.3,19.57
01/22/16,11.5,10.3,9.4,20.38
01/23/16,9.3,8.1,8.6,18.79
01/24/16,9.1,9.8,11,18.86
01/25/16,7.3,8.3,8.7,16.87
01/26/16,8.6,9.3,7.6,18.71
01/27/16,9.8,10.4,10.8,19.5
01/28/16,13,12.3,11.1,21.61
01/29/16,9.4,9.1,8.7,18.7
01/30/16,12.6,11.7,12.3,21.34
01/31/16,11.4,10.1,10.5,20.33
02/01/16,11.5,10.5,9,19.56
02/02/16,10.2,9.8,8.7,18.26
02/03/16,10.7,12.3,11.2,19.62
02/04/16,11.5,10.9,9.3,19.67
02/05/16,11.3,9.7,7.5,18.89
02/06/16,10.5,8.2,7.2,18.34
02/07/16,9.7,7.5,7.4,17.57
02/08/16,10.8,9.4,9.7,18.77
02/09/16,12,9.9,7.9,20.13
02/10/16,10,8.7,8.2,18.36
02/11/16,10.1,8.7,7.7,18.09
02/12/16,9.4,8.2,8.7,17.54
02/13/16,10.8,9.8,10.1,19.57
02/14/16,11.9,10.8,11.4,20.81
02/15/16,12.2,10.2,8.7,20.1
02/16/16,7.1,7.7,7,16.69
02/17/16,9.1,8.5,7.6,18.04
02/18/16,10.1,9,9.2,18.87
02/19/16,12.8,10.8,11.2,20.89
02/20/16,13,10.6,11.5,20.5
02/21/16,11.9,9.3,8.4,19.15
02/22/16,12.1,9.3,8.6,19.94
02/23/16,12.7,10.4,8,20.69
02/24/16,13,10.8,10.8,20.97
02/25/16,11.4,9.5,8,19.23
02/26/16,8.5,7.3,7.2,17.1
02/27/16,10.3,9.8,9.5,19.37
02/28/16,11.6,10,9.2,19.5
02/29/16,10.6,8.6,6.9,18.79
03/01/16,12.2,10.7,10,18.92
03/02/16,11.2,9.3,10.5,18.54
03/03/16,7.8,6.8,7.3,16.43
03/04/16,10.6,10.1,10.7,18.13
03/05/16,8.7,8.6,9.9,17.13
03/06/16,8.6,8.1,7.5,16.45
03/07/16,5.9,6.6,6.5,14.81
03/08/16,7.9,8.1,8.4,16.88
03/09/16,11.1,10.2,10.1,19.39
03/10/16,10.7,7.2,5.7,17.45
03/11/16,10.4,10,9,17.49
03/12/16,8.4,7.8,6.7,16.46
03/13/16,9,8.5,8.7,17.36
03/14/16,10.7,9.4,7.4,18.06
03/15/16,11.4,10.2,9.3,18.51
03/16/16,9.2,6.3,5.1,15.78
03/17/16,6.8,6.4,7.3,15.75
03/18/16,8.4,7.6,7.2,16.28
03/19/16,8,5.6,3.3,15.81
03/20/16,7.8,8.1,9.1,16.22
03/21/16,8.4,8.1,9.1,16.33
03/22/16,9.7,9.5,9.8,17.45
03/23/16,6.3,6.6,7.4,15.61
03/24/16,6.5,4.2,4.9,14.43
03/25/16,9.8,8.5,9.2,17.32
03/26/16,5.5,5.2,4.8,15.27
03/27/16,7,5.2,5.5,15.23
03/28/16,6.9,6,6.6,14.77
03/29/16,4.8,3.7,5,13.77
03/30/16,5,5.5,6,14.39
03/31/16,8,8.8,7.5,16.68
04/01/16,7.2,6.7,8.1,15.85
04/02/16,6.3,6.5,7.2,15.52
04/03/16,3.5,3,3.4,12.91
04/04/16,8.1,5.2,5.4,15.95
04/05/16,4.8,4.3,2.9,13.07
04/06/16,6.2,5.3,5.4,13.74
04/07/16,3.4,4.1,7.4,12.24
04/08/16,4.7,3.9,5,12.47
04/09/16,3.4,3.1,2.7,12.31
04/10/16,3.5,4.4,3.8,11.82
04/11/16,5.4,4,2,12.85
04/12/16,1.9,2.8,3.5,12.89
04/13/16,2.7,1.5,2.8,10.66
04/14/16,4.4,4.9,3.6,14.02
04/15/16,4.3,6.2,6.4,15.01
04/16/16,6.9,8.4,8.2,16.39
04/17/16,3,3.9,4.2,13.33
04/18/16,4.3,6.3,4.5,14.01
04/19/16,4.7,4.1,4.9,13.98
04/20/16,4.7,4.3,4.1,12.98
04/21/16,5.6,8.3,8.3,15.4
04/22/16,3.6,3.3,2.7,12.49
04/23/16,1.7,3.5,2.8,12.33
04/24/16,0,0.5,1.4,10.7
04/25/16,0,0,1.1,8.5
04/26/16,1.5,2.9,1.9,9.98
04/27/16,4.3,2.8,2.4,10.59
04/28/16,3.7,4.2,4.7,12.45
04/29/16,6,5.8,6.5,14.62
04/30/16,6.1,6.3,5.1,13.53
05/01/16,4.1,3.8,4.4,12.95
05/02/16,8.1,7.8,7.1,15.33
05/03/16,7.6,8.5,7.5,16.2
05/04/16,6,4.5,3.9,13.59
05/05/16,3.1,4.6,4,13.74
05/06/16,1.1,1.8,3,11.2
05/07/16,3.4,1.9,1.3,11.51
05/08/16,3.5,5.3,3.3,13.31
05/09/16,3.7,3.3,3.1,12.62
05/10/16,2.8,3.4,4.2,12.45
05/11/16,2.3,2.2,2.4,12.39
05/12/16,1.5,1.6,1.5,10.54
05/13/16,3.2,4,4.1,11.77
05/14/16,2.6,3.5,3.9,11.73
05/15/16,3.7,4,4,13.08
05/16/16,4.3,4.2,3.5,12.63
05/17/16,4.3,4.3,5.1,13.14
05/18/16,1.1,3.8,3.5,12.02
05/19/16,3.2,4.8,5.3,12.69
05/20/16,2.5,4.7,5.3,12.98
05/21/16,1,2.2,2.9,12.21
05/22/16,1.8,2.7,2.7,9.91
05/23/16,4.3,4.2,4.2,12
05/24/16,1.2,0.2,2.9,9.27
05/25/16,1.2,1,2.3,10.52
05/26/16,0,0,1.4,9.4
05/27/16,2.5,1.5,1.8,11.13
05/28/16,0,0,0,9.7
05/29/16,1.3,2.4,2,11.29
05/30/16,2.2,3,0.8,11.23
05/31/16,0.1,0.5,0.2,10.01
06/01/16,0.5,0,0,9.33
06/02/16,0,0,0,8.11
06/03/16,0,0,0,9.22
06/04/16,0,0,0,9.39
06/05/16,0,0,0,7.35
06/06/16,0,0,0,5.92
06/07/16,0,0,0,5.6
06/08/16,0,0,0,6.92
06/09/16,0,0,0,5.52
06/10/16,0,0,0,6.27
06/11/16,1,0,0,6.48
06/12/16,1.8,0.3,1.1,8.79
06/13/16,0.9,1.4,1.5,11.05
06/14/16,0,0,0,9.01
06/15/16,0,0,0,5.74
06/16/16,0.6,0.5,0,6.74
06/17/16,2,0,0,7.45
06/18/16,0.1,0,0,6.58
06/19/16,0,0,0,5.8
06/20/16,0,0,0,8.1
06/21/16,0,0,0,5.33
06/22/16,0,0,0,4.81
06/23/16,0,0,0,6.22
06/24/16,0,0,0,6.63
06/25/16,0,0,0,6.09
06/26/16,0,0,0,6.53
06/27/16,2,0.9,0.1,8.73
06/28/16,2.8,1.4,0,8.76
06/29/16,0,0,0,7.54
06/30/16,0,0,0,7
07/01/16,0.4,0,0,8.35
07/02/16,0,0,0,7.53
07/03/16,0,0,1.2,7.65
07/04/16,0,0,0,6.97
07/05/16,0,0,0,6.21
07/06/16,0,0,0,6.49
07/07/16,0,0,0,6.88
07/08/16,0,0,0,4.57
07/09/16,0,0,0,7.69
07/10/16,0,0,0,6.7
07/11/16,0,1,0.9,9.87
07/12/16,0,0,0,6.99
07/13/16,0,1.1,1.7,9.31
07/14/16,0.4,0,0,9.48
07/15/16,0,0,0,6.61
07/16/16,0,0,0,8.27
07/17/16,0,0,0,7.51
07/18/16,0,0.3,0,7.97
07/19/16,0,0,0,7.68
07/20/16,2,1.6,0.8,10.2
07/21/16,2.3,2.8,2.2,11.98
07/22/16,2.7,1.5,1.2,11.02
07/23/16,1.5,2.2,1.9,10.77
07/24/16,0.2,0.7,2.4,10.18
07/25/16,0.3,0,0,9.86
07/26/16,0,0.3,0,8.55
07/27/16,4.4,3.9,3.1,12.11
07/28/16,1.6,2.3,0.4,7.54
07/29/16,1.9,0.9,0.2,10.55
07/30/16,0,0.3,0,8.53
07/31/16,0,0.6,0,10.46
08/01/16,0.5,0.9,0,9.33
08/02/16,1,0,0,9.58
08/03/16,0,0.3,0,9.28
08/04/16,0.3,0,0,9.73
08/05/16,0,0,0,8.74
08/06/16,0,0.4,0,9.19
08/07/16,1.3,1.9,1.9,10.07
08/08/16,0.4,2.1,2.2,9.72
08/09/16,3.6,3,1.5,11.02
08/10/16,4.8,0,0,9.68
08/11/16,3.2,3.2,2.7,12.51
08/12/16,1,1.3,1.4,10.65
08/13/16,4.2,5.7,5.3,13.82
08/14/16,3.3,3.6,3.8,12.87
08/15/16,7.6,7.2,6.2,16.18
08/16/16,2.5,3,0.5,12.38
08/17/16,1.3,1.5,0,10.82
08/18/16,0,0,0,8.81
08/19/16,0,0,0,7.74
08/20/16,0,0.2,0,7.63
08/21/16,1.6,3.7,2.1,10.81
08/22/16,3.8,2.4,0.3,11.89
08/23/16,0,1.1,1.5,10.08
08/24/16,0,0.2,0.7,11.19
08/25/16,1.4,0.7,0,10.19
08/26/16,0.1,0.6,0.7,9.85
08/27/16,0.7,0.9,1.2,10.5
08/28/16,1.7,1.4,0,11.71
08/29/16,1.5,1.7,0.5,10.18
08/30/16,2.9,1.9,1.5,12.78
08/31/16,0,0,0.1,10.42
09/01/16,0,0,0,8.48
09/02/16,0,0,0,7.38
09/03/16,0,0,0,8.53
09/04/16,0,0,0,8.95
09/05/16,1.2,1.7,2.4,10.98
09/06/16,3.2,2.9,2.1,12.58
09/07/16,5.3,4.7,3.4,13.74
09/08/16,5.8,5.5,3.5,15.38
09/09/16,7,6.9,5.9,16.89
09/10/16,5.5,3.5,1,13.85
09/11/16,1.9,3.6,1.5,12.78
09/12/16,1.3,1.6,2,11.35
09/13/16,1.5,3,2.1,11.08
09/14/16,0.5,0.1,0,10.21
09/15/16,1.7,1.9,3.1,12.11
09/16/16,2.2,4.5,2.7,12.51
09/17/16,4.3,3.4,3.4,12.63
09/18/16,6,6.5,4.6,15
09/19/16,8,6.9,5.2,16.85
09/20/16,8.2,6.3,7.2,16.65
09/21/16,6.8,5.2,3.5,15.59
09/22/16,8.7,7.6,5.2,17.35
09/23/16,6.8,5.1,3,15.3
09/24/16,6.1,4.2,0.6,13.91
09/25/16,5.2,3,3.1,12.88
09/26/16,6.1,6.3,6.7,14.46
09/27/16,5.3,5.6,4.2,14.8
09/28/16,2.8,1.1,0.7,12.18
09/29/16,2.8,3,1.9,13.72
09/30/16,3.1,3.1,2.4,13.79
10/01/16,4.7,4.7,3.7,15.17
10/02/16,6.2,6,4.4,15.48
10/03/16,5.6,4.8,4.6,14.12
10/04/16,6.3,6.8,6.9,16.48
10/05/16,6.2,6.6,5.9,16.5
10/06/16,4.3,6.1,6.4,14.97
10/07/16,6.1,5.6,4.7,15.74
10/08/16,5.5,5.8,5.1,15.3
10/09/16,5.5,5.4,5.5,15.56
10/10/16,6.1,5.6,4.5,15.6
10/11/16,6.6,6.9,5.6,15.8
10/12/16,4.5,4,4.7,14.23
10/13/16,6.1,6.1,5.5,15.82
10/14/16,5,5.4,5.9,15.21
10/15/16,3.3,3.2,3.3,12.39
10/16/16,0.7,2.1,2.2,11.28
10/17/16,1.3,1.4,2.2,12.88
10/18/16,0.7,2.1,0.8,11.1
10/19/16,0.7,1.8,1.2,11.81
10/20/16,3.9,4.3,3.9,14.38
10/21/16,6.1,6.1,5.5,15.68
10/22/16,3.3,3.4,4.6,13.24
10/23/16,4.2,5.2,4.4,15.35
10/24/16,4.1,4.1,2.9,14.04
10/25/16,6,5.6,5.5,15.9
10/26/16,8.4,8.9,8.7,18.95
10/27/16,9.8,8.9,7.3,19.01
10/28/16,3.9,4.7,4.8,14.37
10/29/16,8.5,8.6,8.4,17.21
10/30/16,7.1,7.4,5.6,15.53
10/31/16,4.2,2.6,3.4,13.05
11/01/16,1.5,3.1,2.4,12.18
11/02/16,6.1,6.2,7.4,15.29
