Time_UTC_Chile,Los_Tilos,San_Antonio_de_Naltahua,San_Pedro_de_Melipilla,Carmen_Rosa
03/01/15,3.98,4.7,4.07,#N/A
03/02/15,3.79,4.17,3.7,#N/A
03/03/15,3.83,4.49,3.85,#N/A
03/04/15,3.87,4.47,3.79,#N/A
03/05/15,4.02,4.51,3.92,#N/A
03/06/15,3.73,4,3.36,#N/A
03/07/15,3.65,3.85,3.93,#N/A
03/08/15,4.05,4.36,4.1,#N/A
03/09/15,3.83,4.5,3.85,#N/A
03/10/15,4.07,4.5,3.93,#N/A
03/11/15,3.89,4.45,3.64,#N/A
03/12/15,3.68,4.13,3.46,#N/A
03/13/15,4.19,4.28,4.02,#N/A
03/14/15,4.45,4.32,3.87,#N/A
03/15/15,3.89,4.31,3.67,#N/A
03/16/15,3.56,4.52,3.54,#N/A
03/17/15,3.5,3.98,3.27,#N/A
03/18/15,3.68,4.24,3.18,#N/A
03/19/15,3.45,3.84,3.31,#N/A
03/20/15,4.32,4.03,3.81,#N/A
03/21/15,3.45,3.48,2.9,#N/A
03/22/15,3.05,3.36,3.02,#N/A
03/23/15,1.48,1.82,1.41,#N/A
03/24/15,1.38,1.48,1.72,#N/A
03/25/15,1.93,1.97,2.15,#N/A
03/26/15,2.7,2.06,2.76,1.44
03/27/15,2.95,3.46,3.35,3.62
03/28/15,2.96,3.51,3.28,3.86
03/29/15,2.95,3.5,3.16,3.63
03/30/15,2.44,2.92,2.92,2.79
03/31/15,3.26,3.09,3.21,3.37
04/01/15,2.92,3.33,3.07,3.51
04/02/15,2.8,3.42,3.06,3.66
04/03/15,2.66,3.07,2.54,3.25
04/04/15,2.66,3.03,2.81,3.11
04/05/15,2.71,3.36,2.87,3.46
04/06/15,2.55,2.24,1.93,2.35
04/07/15,1.5,1.63,1.92,1.46
04/08/15,2.43,2.8,2.81,3.02
04/09/15,3.24,2.73,2.88,3.13
04/10/15,3.66,2.58,3.19,3.63
04/11/15,2.54,2.96,2.42,3.6
04/12/15,2.18,2.53,1.66,3.02
04/13/15,2.03,2.16,1.82,2.39
04/14/15,2.08,2.43,2.39,2.74
04/15/15,1.4,1.8,1.65,1.96
04/16/15,1.94,2.37,2,2.48
04/17/15,2.27,2.06,2.24,2.66
04/18/15,2.26,2.72,2.12,3.14
04/19/15,1.17,1,0.82,1.08
04/20/15,1.14,1.12,1.24,1.19
04/21/15,1.83,2.06,1.81,2.46
04/22/15,2.06,2.16,1.98,2.66
04/23/15,2.11,2.35,2.05,3.03
04/24/15,2.24,2.2,1.83,2.88
04/25/15,1.74,1.72,1.34,2.23
04/26/15,1.59,1.43,1.61,1.28
04/27/15,1.89,1.91,1.64,2.25
04/28/15,1.89,1.84,1.95,2.42
04/29/15,2,1.88,1.99,2.45
04/30/15,2.12,1.87,1.91,2.47
05/01/15,0.99,1.16,1.08,1.22
05/02/15,1.46,1.54,1.32,1.95
05/03/15,1.82,1.31,1.45,2.23
05/04/15,1.65,1.58,1.47,2.24
05/05/15,1.7,1.49,1.53,2.27
05/06/15,1.69,1.69,1.6,2.49
05/07/15,1.31,1.44,1.19,1.35
05/08/15,0.72,0.85,0.87,0.64
05/09/15,1.37,1.14,1.39,1.74
05/10/15,1.81,1.51,1.52,2.18
05/11/15,1.24,1.27,1.28,1.74
05/12/15,1.2,0.87,1.13,1.21
05/13/15,1.67,1.23,1.33,1.85
05/14/15,1.55,1.47,1.3,1.99
05/15/15,1.44,1.29,1.21,1.8
05/16/15,1.49,1.28,1.14,2.02
05/17/15,1.25,1.15,0.89,1.68
05/18/15,1.42,1.11,1.04,1.78
05/19/15,1.82,2.05,1.1,2.12
05/20/15,0.95,1.03,1.2,0.9
05/21/15,1.01,0.78,0.93,1.18
05/22/15,0.95,0.69,0.9,0.95
05/23/15,1.03,0.89,1.05,1.06
05/24/15,1.19,0.92,1.06,1.49
05/25/15,0.9,0.7,0.72,1.3
05/26/15,0.98,0.95,0.82,1.42
05/27/15,1.22,0.95,0.83,1.65
05/28/15,1.02,0.75,0.8,0.95
05/29/15,1.29,1.2,0.99,1.98
05/30/15,0.83,0.85,0.82,0.97
05/31/15,0.83,0.72,0.8,0.81
06/01/15,0.91,0.68,0.63,0.6
06/02/15,0.96,0.86,0.87,1.32
06/03/15,1.08,0.93,0.88,1.4
06/04/15,0.76,0.62,0.62,0.54
06/05/15,1.23,1.07,0.99,1.58
06/06/15,1.07,0.68,0.71,0.88
06/07/15,1.13,1.05,0.82,1.38
06/08/15,1.25,1.06,0.75,1.64
06/09/15,0.91,0.71,0.91,0.94
06/10/15,1.45,0.8,1.08,1.62
06/11/15,1.39,0.8,0.94,1.8
06/12/15,0.99,1.01,0.68,1.61
06/13/15,0.82,0.78,0.7,1.21
06/14/15,1.4,0.74,0.8,1.4
06/15/15,1.94,0.97,1.19,1.74
06/16/15,1.32,0.95,0.79,1.54
06/17/15,1.26,0.76,0.79,1.36
06/18/15,1.77,0.93,0.93,1.9
06/19/15,1.44,1.2,0.97,2.1
06/20/15,1.71,0.93,0.99,1.82
06/21/15,1.47,0.73,0.8,1.34
06/22/15,1.37,0.91,0.81,1.76
06/23/15,0.91,0.84,0.65,0.95
06/24/15,0.86,1.01,1.04,1.28
06/25/15,1.18,0.95,0.89,1.35
06/26/15,1.8,0.88,0.84,1.56
06/27/15,1.62,0.94,0.82,1.78
06/28/15,1.72,0.88,0.94,1.76
06/29/15,1.33,0.75,0.74,1.54
06/30/15,1.13,0.77,0.82,0.93
07/01/15,0.98,0.63,0.65,1.04
07/02/15,1.51,0.78,0.87,1.4
07/03/15,1.44,0.91,0.81,1.76
07/04/15,1.3,1.25,0.85,1.83
07/05/15,0.78,0.49,0.45,0.36
07/06/15,0.76,0.57,0.6,0.73
07/07/15,0.97,0.89,0.68,1.5
07/08/15,0.71,0.62,0.65,0.53
07/09/15,0.82,0.61,0.62,0.5
07/10/15,0.59,0.63,0.59,0.32
07/11/15,0.52,0.53,0.67,0.25
07/12/15,0.92,0.66,0.7,0.43
07/13/15,0.64,0.63,0.69,0.86
07/14/15,0.93,0.77,0.77,1.41
07/15/15,0.61,0.5,0.54,0.4
07/16/15,1.01,0.79,0.81,1.57
07/17/15,1.14,0.94,0.87,1.25
07/18/15,0.82,0.66,0.9,0.81
07/19/15,0.63,0.81,1.02,0.63
07/20/15,1.49,0.86,0.96,1.59
07/21/15,1.09,0.86,1.08,1.3
07/22/15,1.04,0.8,0.89,1.28
07/23/15,1.59,1.06,1.02,1.82
07/24/15,1.58,1.23,0.87,1.87
07/25/15,1.19,0.87,0.79,1.18
07/26/15,1.12,0.92,0.72,1.06
07/27/15,0.91,0.79,0.73,1.02
07/28/15,0.59,0.6,0.58,0.4
07/29/15,1.32,1.23,1,1.59
07/30/15,1.06,0.76,0.63,0.76
07/31/15,0.86,0.9,0.88,1.11
08/01/15,0.59,1.08,1.29,0.45
08/02/15,0.59,0.64,0.56,0.4
08/03/15,0.71,0.68,0.81,0.55
08/04/15,1.75,1.54,1.17,2.01
08/05/15,1.22,1.08,1.11,0.61
08/06/15,0.64,0.47,0.57,0
08/07/15,0.64,0.57,0.7,0.51
08/08/15,1.75,#N/A,2.15,1.64
08/09/15,0.73,1.07,0.72,0.66
08/10/15,0.88,1.07,1.06,1.95
08/11/15,1.61,#N/A,1.48,1.95
08/12/15,0.61,#N/A,0.96,0.53
08/13/15,0.99,#N/A,1.25,1.09
08/14/15,1.36,#N/A,1.13,1.92
08/15/15,0.83,#N/A,0.94,0.91
08/16/15,1.75,#N/A,1.53,2.23
08/17/15,1.39,#N/A,1.34,1.88
08/18/15,1.86,#N/A,1.76,2.37
08/19/15,2.08,#N/A,1.55,2.65
08/20/15,1.92,#N/A,0.79,2.22
08/21/15,1.22,#N/A,0.81,1.44
08/22/15,1.5,#N/A,1.39,1.55
08/23/15,1.18,#N/A,0.97,1.41
08/24/15,1.64,#N/A,1.74,1.97
08/25/15,1.2,1.22,1.26,1.41
08/26/15,1.76,1.63,1.75,2.4
08/27/15,1.05,0.78,0.77,0.67
08/28/15,2.11,2.59,1.9,2.54
08/29/15,2.3,2.02,2.08,2.69
08/30/15,3.05,2.18,2.45,3.12
08/31/15,3.5,2.28,2.62,3.59
09/01/15,3.51,2.46,2.63,3.37
09/02/15,3.33,2.55,2.74,3.56
09/03/15,3.03,2.55,2.52,3.45
09/04/15,2.98,2.75,2.27,3.56
09/05/15,2.73,1.12,0.73,2.39
09/06/15,1.5,1.6,1.6,1.46
09/07/15,0.71,0.74,0.89,0.47
09/08/15,0.89,0.84,0.96,0.57
09/09/15,0.76,0.71,1.09,0.35
09/10/15,2.4,2.16,2.46,2.74
09/11/15,3.25,2.35,2.55,2.3
09/12/15,2.91,2.68,2.56,3.54
09/13/15,2.91,2.76,2.39,3.55
09/14/15,1.66,2,1.59,1.82
09/15/15,1.03,0.97,0.99,0.73
09/16/15,1.69,1.71,1.23,1.59
09/17/15,2.56,2.67,2.29,2.92
09/18/15,2.57,2.72,2.53,3.07
09/19/15,1.88,2.11,2.38,2.12
09/20/15,2.36,2.12,1.87,2.42
09/21/15,2.49,2.37,1.98,2.99
09/22/15,2.39,2.83,2.58,3.08
09/23/15,2.79,2.95,2.65,3.49
09/24/15,0.91,1.16,1.65,0.73
09/25/15,2.27,1.89,2.2,2.25
09/26/15,1.85,2.16,2.65,1.89
09/27/15,1.22,1.25,1.33,1.01
09/28/15,3.38,3.23,3.18,3.41
09/29/15,3,3.02,2.96,2.59
09/30/15,2.88,2.69,2.55,3.16
10/01/15,1.94,1.48,1.23,1.32
10/02/15,2.94,2.51,2.5,2.76
10/03/15,1.9,1.82,1.35,1.65
10/04/15,1.24,1.44,1.37,0.96
10/05/15,1.02,1.18,1.58,0.67
10/06/15,1.49,1.84,2.65,1.67
10/07/15,2.85,3.15,2.81,1.5
10/08/15,2.42,2.26,2.76,2.25
10/09/15,3.63,3.41,3.24,2.81
10/10/15,3.51,3.68,3.34,4.62
10/11/15,3.79,4.04,3.44,4.93
10/12/15,2.82,2.92,2.01,3.18
10/13/15,3.34,3.03,2.38,3.79
10/14/15,1.36,0.97,0.9,0.72
10/15/15,3.07,3.25,3.09,4.02
10/16/15,1.31,1.27,1.68,0.68
10/17/15,3.51,3.48,3.47,4.32
10/18/15,2.6,3.35,3.06,3.26
10/19/15,#N/A,1.4,1.41,1.17
10/20/15,#N/A,2.65,2.57,2.94
10/21/15,3.26,3.36,2.82,4
10/22/15,3.85,4.25,3.58,5.11
10/23/15,3.57,4.12,3.34,4.96
10/24/15,2.92,3.25,2.86,3.51
10/25/15,3.41,4.04,3.75,4.79
10/26/15,4.25,3.87,3.73,4.86
10/27/15,2.77,3.07,2.82,2.49
10/28/15,1.95,2.08,2.26,2.37
10/29/15,3.61,3.98,3.67,4.66
10/30/15,4.39,4.26,4.1,4.58
10/31/15,4,4.3,3.69,5.25
11/01/15,3.88,4.18,3.55,5.06
11/02/15,1.01,1.58,1.38,1.03
11/03/15,2.67,2.78,3.38,2.89
11/04/15,3.6,3.71,4.06,4.07
11/05/15,4.42,5.04,4.11,5.36
11/06/15,3.87,3.24,1.57,4.08
11/07/15,2.65,1.76,1.47,3.48
11/08/15,2.25,1.99,2.4,2.48
11/09/15,3.39,4.31,3.79,4.7
11/10/15,3.73,4.42,3.99,4.89
11/11/15,2.84,4.16,3.55,3.34
11/12/15,4.34,4.55,4.46,4.72
11/13/15,4.98,5.41,4.84,5.7
11/14/15,4.7,5.17,4.55,5.7
11/15/15,4.65,4.76,4.14,5.64
11/16/15,3.09,3.25,2.86,3.64
11/17/15,4.37,5.19,4.83,5.67
11/18/15,3.32,4.34,3.88,4.34
11/19/15,4.42,4.5,3.88,5.34
11/20/15,#N/A,5.27,4.86,4.54
11/21/15,#N/A,4.69,4.1,5.42
11/22/15,#N/A,4.64,4.16,5.3
11/23/15,#N/A,5.1,4.48,5.86
11/24/15,#N/A,4.71,4.32,5.02
11/25/15,4.52,5.26,4.68,6.12
11/26/15,4.42,5.24,4.66,6.17
11/27/15,4.93,5.3,4.99,5.73
11/28/15,5.61,5.39,5.38,5.88
11/29/15,5.21,5.94,5.06,6.57
11/30/15,4.75,4.68,3.66,5.66
12/01/15,3.58,4.24,3.37,4.23
12/02/15,3.71,3.59,3.38,4.45
12/03/15,4.28,5.01,4.77,4.92
12/04/15,3.97,4.96,4.88,5.08
12/05/15,5.02,5.62,4.53,6.17
12/06/15,4.13,4.76,4.5,4.68
12/07/15,4.71,5.49,5.45,4.44
12/08/15,4.94,5.42,4.67,6.13
12/09/15,4.95,5.43,4.79,6.05
12/10/15,5.07,5.75,4.78,6.57
12/11/15,4.88,5.19,4.47,6.17
12/12/15,2.94,3.78,3.35,3.25
12/13/15,3.62,4.37,3.81,4.36
12/14/15,4.82,5.53,5.18,5.96
12/15/15,4.91,5.86,4.94,6.07
12/16/15,3.65,4.75,4.31,5.31
12/17/15,4.87,5.3,5.14,6.13
12/18/15,5.7,5.97,5.88,6.3
12/19/15,4.95,5.85,4.98,6.93
12/20/15,4.66,5.09,4.59,6.01
12/21/15,4.23,4.89,4.82,5.4
12/22/15,4.74,5.69,5.02,6.4
12/23/15,5.43,5.83,5.94,5.97
12/24/15,5.54,6.32,5.57,6.88
12/25/15,5.2,6,4.85,6.97
12/26/15,5.42,5.78,5.02,6.67
12/27/15,5.47,6.09,5.27,6.72
12/28/15,5.34,6.04,5.01,6.6
12/29/15,4.3,4.64,3.79,4.55
12/30/15,5.12,5.74,5.63,5.27
12/31/15,5.17,5.9,5.05,6.62
01/01/16,5.18,5.27,4.92,6.01
01/02/16,4.48,4.72,4.16,4.89
01/03/16,3.31,3.07,3.39,3.35
01/04/16,2.75,3.48,4.23,3
01/05/16,2.85,2.67,2.35,2.8
01/06/16,3.96,4.89,4.6,4.8
01/07/16,3.43,4.01,3.28,3.42
01/08/16,3.02,3.5,3.32,3.57
01/09/16,5.09,5.83,5.2,6.3
01/10/16,5,5.55,4.9,6.15
01/11/16,4.45,4.48,3.59,4.98
01/12/16,3.31,4.11,4.49,3.96
01/13/16,4.67,5.95,5.08,6.63
01/14/16,4.45,4.47,3.68,5.01
01/15/16,5.01,5.87,5.77,6.09
01/16/16,5.26,6.06,5.8,6.13
01/17/16,5.31,6.07,5.68,6.49
01/18/16,5.04,5.44,4.79,6.45
01/19/16,4.53,5.22,4.56,5.48
01/20/16,4.94,5.31,4.78,5.87
01/21/16,4.51,4.53,2.66,5.03
01/22/16,4.78,5.38,4.95,5.13
01/23/16,3.46,3.58,2.4,4.09
01/24/16,3.78,3.74,3.41,3.83
01/25/16,1.68,2.26,2.41,1.64
01/26/16,3.98,4.96,3.94,4.59
01/27/16,2.88,3.44,3.77,3.02
01/28/16,4.34,5.38,4.98,5.64
01/29/16,3.69,4.29,3.63,3.94
01/30/16,5.08,5.59,5.29,5.91
01/31/16,4.75,4.95,4.43,5.73
02/01/16,4.49,4.4,2.49,4.84
02/02/16,3.78,3.18,1.57,4.05
02/03/16,4.22,4.53,3.96,4.5
02/04/16,3.87,4.61,4.23,4.35
02/05/16,4.46,4.8,4.45,5.07
02/06/16,4.64,4.99,4.28,5.74
02/07/16,4.47,4.5,3.9,5.23
02/08/16,4.55,4.81,3.77,5.09
02/09/16,4.62,5.27,4.5,5.85
02/10/16,4.45,4.58,4.2,5.15
02/11/16,4.48,4.75,4.02,5.12
02/12/16,4.23,4.34,4.16,4.7
02/13/16,4.68,5.18,4.85,5.42
02/14/16,5.33,5.23,5.11,5.27
02/15/16,4.88,5.51,4.57,6.06
02/16/16,4,3.82,2.59,4.34
02/17/16,4.27,4.78,4.11,5.4
02/18/16,4.26,4.66,4.42,5.29
02/19/16,4.92,5.06,4.98,5.19
02/20/16,4.77,5.14,5.04,5.74
02/21/16,4.4,4.9,4.05,5.54
02/22/16,4.32,4.55,3.9,5.26
02/23/16,4.22,4.88,4.15,4.9
02/24/16,4.47,4.78,4.1,5.24
02/25/16,4.33,4.98,4.26,5.75
02/26/16,4.04,4.38,3.95,4.51
02/27/16,4.19,4.7,4.48,5.08
02/28/16,4.29,4.89,4.27,5.55
02/29/16,3.65,4.37,3.6,4.9
03/01/16,4.13,4.72,4,5.23
03/02/16,3.84,4.6,4.02,5.09
03/03/16,2.68,2.71,2.6,3.12
03/04/16,3.8,4.42,3.84,4.58
03/05/16,3.49,3.74,3.31,4.14
03/06/16,2.55,3.18,2.94,3.15
03/07/16,1.91,2.22,1.75,1.52
03/08/16,3.33,3.57,3.27,3.92
03/09/16,3.6,4.49,4.08,4.65
03/10/16,3.65,3.96,3.03,4.72
03/11/16,3.38,3.42,2.86,3.77
03/12/16,2.41,2.69,1.76,2.75
03/13/16,3.31,3.09,2.61,3.45
03/14/16,3.32,3.49,2.71,4
03/15/16,3.35,3.83,3.27,4.27
03/16/16,2.84,2.83,1.84,3.08
03/17/16,1.6,2.01,2.24,1.34
03/18/16,3.29,3.63,3.59,4.05
03/19/16,2.94,3.48,3.06,4.27
03/20/16,3.07,3.26,3.03,3.85
03/21/16,3.01,3.1,2.98,3.57
03/22/16,3.16,3.76,3.22,4.04
03/23/16,2.64,2.88,2.85,3.16
03/24/16,#N/A,1.99,1.28,2.48
03/25/16,#N/A,3.15,2.83,3.7
03/26/16,#N/A,1.96,1.58,1.96
03/27/16,#N/A,2.3,2.1,2.56
03/28/16,#N/A,1.73,1.56,1.89
03/29/16,#N/A,1.25,0.92,1.89
03/30/16,#N/A,1.94,2.03,1.66
03/31/16,1.68,2.09,2.26,1.89
04/01/16,#N/A,1.74,1.87,1.72
04/02/16,1.54,2.01,1.7,2.04
04/03/16,1.13,1.14,1.09,1.11
04/04/16,2.31,2.49,2.58,3.03
04/05/16,1.02,1,1.31,0.76
04/06/16,2.37,2.72,1.96,2.37
04/07/16,1.43,1.15,2.14,0.78
04/08/16,2.23,2.4,2.36,2.9
04/09/16,1.92,2.47,2.17,2.98
04/10/16,2.33,1.69,1.92,2.22
04/11/16,1.95,2.28,1.94,2.74
04/12/16,0.83,0.82,0.81,0.47
04/13/16,0.92,0.77,0.9,0.51
04/14/16,0.83,0.81,0.69,0.61
04/15/16,0.59,0.71,0.82,0.35
04/16/16,0.92,1.12,1.23,0.68
04/17/16,0.56,0.56,0.67,0.18
04/18/16,1.35,1.89,1.58,2.22
04/19/16,1.92,1.59,1.89,2.25
04/20/16,1.75,1.89,1.97,2.47
04/21/16,1.83,1.84,1.88,2.07
04/22/16,0.77,0.78,0.7,0.48
04/23/16,0.74,0.7,1.08,0.45
04/24/16,0.82,0.95,1.35,0.78
04/25/16,1.5,1.46,1.6,2.21
04/26/16,1.59,1.44,1.6,2.57
04/27/16,1.07,1.19,1.08,1.54
04/28/16,0.88,0.96,1.24,0.81
04/29/16,1.73,1.53,1.58,2.43
04/30/16,1.73,1.39,1.31,2.16
05/01/16,0.83,0.78,0.78,0.52
05/02/16,1.36,1.2,1.24,1.08
05/03/16,1.63,1.46,1.57,2.34
05/04/16,1.26,1.04,0.78,1.57
05/05/16,0.79,0.94,1.03,0.84
05/06/16,0.84,0.8,1,0.9
05/07/16,1.18,1.13,0.66,1.67
05/08/16,1.14,1.03,1.24,1.34
05/09/16,1.13,1.08,1.05,1.47
05/10/16,0.72,0.75,0.93,0.67
05/11/16,0.79,0.81,0.82,0.6
05/12/16,0.97,0.85,0.9,1.28
05/13/16,0.73,0.73,0.75,0.62
05/14/16,0.92,0.91,0.82,0.68
05/15/16,1.05,0.99,1.01,1.6
05/16/16,1.02,1.07,1.05,1.64
05/17/16,0.93,1.01,0.91,1.36
05/18/16,0.57,0.82,0.64,0.47
05/19/16,0.88,0.86,1.05,1.08
05/20/16,0.74,0.87,0.83,0.97
05/21/16,0.89,0.95,1.13,1.63
05/22/16,0.98,0.95,0.86,1.83
05/23/16,1.17,1.08,1.05,1.74
05/24/16,0.77,0.66,0.8,1.02
05/25/16,0.93,0.92,0.81,1.56
05/26/16,0.73,0.68,0.6,0.94
05/27/16,0.85,0.68,0.74,1.37
05/28/16,0.66,0.53,0.49,0.45
05/29/16,0.52,0.58,0.59,0.34
05/30/16,0.9,0.92,0.73,1.35
05/31/16,0.65,0.67,0.63,0.69
06/01/16,0.79,0.82,0.73,1.61
06/02/16,0.57,0.56,0.57,0.43
06/03/16,0.46,0.45,0.46,0.21
06/04/16,0.8,0.75,0.63,1.38
06/05/16,0.81,0.74,0.71,1.43
06/06/16,0.97,0.71,0.67,1.5
06/07/16,1.1,0.71,0.96,1.56
06/08/16,1.19,0.74,0.82,1.63
06/09/16,0.67,0.52,0.57,0.59
06/10/16,0.96,0.76,0.64,1.64
06/11/16,1.01,0.83,0.63,1.68
06/12/16,0.75,0.73,0.56,0.5
06/13/16,0.57,0.63,0.63,0.49
06/14/16,0.51,0.59,0.67,0.54
06/15/16,0.75,0.45,0.66,0.77
06/16/16,0.84,0.72,0.71,1.46
06/17/16,1.01,0.78,0.63,1.68
06/18/16,0.92,0.74,0.53,1.5
06/19/16,0.68,0.5,0.47,0.47
06/20/16,0.6,0.64,0.57,0.82
06/21/16,0.87,0.69,0.6,0.9
06/22/16,0.84,0.45,0.49,1.13
06/23/16,0.75,0.51,0.53,0.93
06/24/16,0.65,0.59,0.57,1.02
06/25/16,0.63,0.74,0.6,1.04
06/26/16,0.71,0.64,0.54,1.25
06/27/16,0.9,0.84,0.6,1.61
06/28/16,0.94,1.07,0.67,1.66
06/29/16,0.54,0.53,0.69,0.42
06/30/16,0.53,0.52,0.55,0.45
07/01/16,0.67,0.63,0.55,1.1
07/02/16,0.49,0.64,0.52,0.3
07/03/16,0.67,0.6,0.69,0.8
07/04/16,0.94,0.77,0.76,1.42
07/05/16,0.86,0.86,0.65,1.47
07/06/16,1.14,0.8,0.58,1.53
07/07/16,1,0.94,0.68,1.71
07/08/16,0.61,0.58,0.62,0.37
07/09/16,0.77,0.73,0.74,1.18
07/10/16,0.74,0.59,0.57,0.35
07/11/16,1.08,0.96,1.05,1.07
07/12/16,0.51,0.54,0.51,0.3
07/13/16,0.9,0.82,1.48,0.57
07/14/16,1.22,0.88,0.89,1.57
07/15/16,0.99,0.88,0.79,1.24
07/16/16,0.88,0.8,0.7,1.24
07/17/16,0.69,0.67,0.63,0.46
07/18/16,1.03,0.88,0.8,1.71
07/19/16,0.67,0.63,0.52,0.74
07/20/16,1.05,0.92,0.93,1.4
07/21/16,1.03,1.06,0.88,1.85
07/22/16,1.06,1.23,0.99,2.04
07/23/16,0.67,0.67,0.62,0.45
07/24/16,0.66,0.63,0.6,0.51
07/25/16,0.97,0.87,0.87,0.93
07/26/16,1.03,1.03,0.91,1.71
07/27/16,1.29,1.47,1.21,2.16
07/28/16,1.04,1.16,0.91,0.2
07/29/16,1.24,1.17,1.07,1.96
07/30/16,0.88,0.89,0.64,0.91
07/31/16,1.18,1.38,1.04,1.71
08/01/16,1.29,1.15,1.19,2
08/02/16,1.16,1.13,0.96,1.94
08/03/16,1,0.92,0.84,1.33
08/04/16,1.36,1.25,1.19,1.44
08/05/16,1.59,1.2,1.33,1.81
08/06/16,2.09,1.33,1.4,2.17
08/07/16,1.47,1.13,1.2,1.41
08/08/16,1.8,1.33,1.65,1.97
08/09/16,1.83,1.57,1.47,2.07
08/10/16,1.84,1.51,0.86,2.22
08/11/16,1.66,1.4,1.52,1.84
08/12/16,1.06,1.2,1.11,1.13
08/13/16,1.48,1.27,1.47,1.71
08/14/16,0.91,1.05,1.05,1
08/15/16,1.89,1.95,1.7,2.35
08/16/16,1.57,1.49,1.03,2.34
08/17/16,1.45,1.68,1.55,1.59
08/18/16,1.66,1.6,1.5,2.39
08/19/16,1.16,1.31,1.28,1.39
08/20/16,2.18,1.29,1.64,2.26
08/21/16,2.76,1.77,2.47,2.86
08/22/16,2.24,2.13,1.81,3.07
08/23/16,0.61,0.67,0.68,0.32
08/24/16,0.83,1.03,1.17,0.9
08/25/16,1.89,1.68,1.66,2.47
08/26/16,1.71,1.1,1.48,1.94
08/27/16,1.34,1.26,1.31,1.8
08/28/16,1.85,1.77,1.8,2.71
08/29/16,2.37,1.86,1.96,1.57
08/30/16,2.27,1.85,1.89,2.96
08/31/16,1.29,0.98,1.88,1
09/01/16,2.39,1.69,1.88,2.56
09/02/16,1.9,1.83,1.73,2.69
09/03/16,2.04,2.06,1.82,2.98
09/04/16,2.19,2.12,1.77,3.13
09/05/16,2.45,2.24,2.02,3.23
09/06/16,3.38,2.2,2.27,3.51
09/07/16,2.88,3.04,2.34,3.75
09/08/16,3.33,2.46,2.08,3.28
09/09/16,3.55,2.3,2.53,3.43
09/10/16,2.99,2.5,1.79,3.61
09/11/16,1.36,1.83,1.31,1.49
09/12/16,1.91,1.63,1.79,2.23
09/13/16,3.19,2.05,2.53,3.06
09/14/16,2.07,1.62,1.06,2.38
09/15/16,1.59,1.26,1.18,1.57
09/16/16,1.17,1.63,1.28,1.13
09/17/16,2.57,1.73,2.22,2.04
09/18/16,3.74,2.89,2.89,3.86
09/19/16,3.59,3.31,2.82,4.28
