"18-11-2019","22.8","44.4","0","100","100","100"
"19-11-2019","22.6","46.2","0","100","100","100"
"20-11-2019","22","51","0","100","100","100"
"21-11-2019","19.4","60.8","0","100","100","100"
"22-11-2019","19.4","66.4","0","100","100","100"
"23-11-2019","17.2","68.4","0","100","100","100"
"24-11-2019","17.8","60.1","0","100","100","100"
"25-11-2019","15.6","61.6","0","100","100","100"
"26-11-2019","15.4","51.5","0","100","100","100"
"27-11-2019","18.4","45.2","0","100","100","100"
"28-11-2019","19.2","50","0","100","100","100"
"29-11-2019","18.4","49.4","0","100","100","100"
"30-11-2019","20.4","49","0","100","100","100"
"01-12-2019","18.5","57.7","0","100","100","100"
"02-12-2019","19.1","68","0","100","100","100"
"03-12-2019","20","55.8","0","100","100","100"
"04-12-2019","18.6","53","0","100","100","100"
"05-12-2019","20.6","49.4","0","100","100","100"
"06-12-2019","18.7","61.3","0","100","100","100"
"07-12-2019","17.5","65.4","0","100","100","100"
"08-12-2019","17.7","66.3","0","100","100","100"
"09-12-2019","19","68.6","0","100","100","100"
"10-12-2019","18","69.6","0","100","100","100"
"11-12-2019","19.2","64.4","0","100","100","100"
"12-12-2019","22.8","45.6","0","100","100","100"
"13-12-2019","20.3","45.3","0","100","100","100"
"14-12-2019","17.7","56.7","0.2","100","100","100"
"15-12-2019","18.5","55","0","100","100","100"
"16-12-2019","19.8","52.6","0","100","100","100"
"17-12-2019","21","52","0","100","100","100"
"18-12-2019","21.7","49.6","0","100","100","100"
"19-12-2019","20.5","56.8","0","100","100","100"
"20-12-2019","20.3","56.6","0","100","100","100"
"21-12-2019","23.1","43.2","0","100","100","100"
"22-12-2019","22.2","49","0","100","100","100"
"23-12-2019","24.4","45.4","0","100","100","100"
"24-12-2019","22.1","57.2","0","100","100","100"
"25-12-2019","21","57.8","0","100","100","100"
"26-12-2019","20.6","52.8","0","100","100","100"
"27-12-2019","21.8","48.3","0","100","100","100"
"28-12-2019","22.2","48.8","0","100","100","100"
"29-12-2019","22.9","58.2","0","100","100","100"
"30-12-2019","22.3","58.2","0","100","100","100"
"31-12-2019","21.9","53.2","0","100","100","100"
"","","","","","",""
"","","","","","",""
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.","","","","","",""
"Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png","","","","","",""
