B1_mean,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B9_mean,B10_mean,B11_mean,B12_mean,EVI_mean,GNDVI_mean,NDMI_mean,NDVI_mean,VH_mean,VV_mean,Year,Field
0.0395452193915844,0.0590866394340992,0.0898206755518913,0.105115666985512,0.145312413573265,0.240989401936531,0.273086279630661,0.271756738424301,0.289690881967545,0.383978694677353,0.0837765857577324,0.223516240715981,0.178153455257416,0.284197896718979,0.493074417114258,0.0887493789196014,0.432951062917709,-18.8352298736572,-11.4553852081299,2018,SABLE 16
0.0557457618415356,0.0554160661995411,0.0808614194393158,0.0973452627658844,0.135896593332291,0.219505339860916,0.250940412282944,0.255782216787338,0.273922145366669,0.352483719587326,0.0943211019039154,0.239823877811432,0.188004642724991,0.273877263069153,0.490400075912476,0.0113062784075737,0.416342228651047,-18.0377597808838,-10.311990737915,2019,SABLE 16
0.045692004263401,0.0498849712312222,0.0786261558532715,0.100690379738808,0.143030181527138,0.234113588929176,0.271067887544632,0.285943567752838,0.302934229373932,0.407584011554718,0.157592803239822,0.266707479953766,0.196763157844543,0.306070476770401,0.556226491928101,0.026028523221612,0.464369505643845,-18.1235542297363,-10.9863052368164,2020,SABLE 16
0.0539718046784401,0.0832897648215294,0.11399307101965,0.0914156585931778,0.14637753367424,0.343230724334717,0.418568342924118,0.423902601003647,0.4378442466259,0.512824296951294,0.00984974857419729,0.191115260124207,0.101936772465706,0.606495797634125,0.558504402637482,0.356260240077972,0.62407386302948,-16.6049270629883,-10.0967903137207,2018,THOMPSON 00
0.0628737732768059,0.0936821401119232,0.11772658675909,0.11404200643301,0.156607195734978,0.276319801807404,0.32126584649086,0.331031501293182,0.346156865358353,0.414836436510086,0.113094560801983,0.222989678382874,0.133607015013695,0.405379563570023,0.450145900249481,0.170029863715172,0.457099884748459,-16.9064254760742,-10.1977100372314,2019,THOMPSON 00
0.0808281749486923,0.107931219041348,0.12695249915123,0.136080920696259,0.170797765254974,0.238831579685211,0.262053489685059,0.275318950414658,0.286673218011856,0.442732185125351,3.24670743942261,0.238376632332802,0.156913563609123,0.27204692363739,0.370305091142654,0.0767424777150154,0.341248780488968,-17.0989112854004,-10.2779989242554,2020,THOMPSON 00
0.0172105189412832,0.0229576732963324,0.0557406172156334,0.0397756211459637,0.0999460220336914,0.297345250844955,0.36174014210701,0.367365747690201,0.380452185869217,0.436283558607101,0.0212768334895372,0.176819235086441,0.103371560573578,0.559729158878326,0.708048462867737,0.313195139169693,0.763676106929779,-16.3880004882812,-9.69575977325439,2018,THOMPSON 07
0.101152859628201,0.148014679551125,0.159699857234955,0.142580062150955,0.175059512257576,0.253651946783066,0.27832755446434,0.286013722419739,0.297609448432922,0.38877010345459,0.10735884308815,0.205335378646851,0.129279091954231,0.347082495689392,0.276946067810059,0.155674368143082,0.3261399269104,-17.0637340545654,-9.98493194580078,2019,THOMPSON 07
0.105737060308456,0.142100244760513,0.158457562327385,0.142903983592987,0.180613294243813,0.303244024515152,0.348794013261795,0.362012177705765,0.373533993959427,0.475104451179504,0.0523267015814781,0.202486574649811,0.116153366863728,0.475645482540131,0.389682769775391,0.27754282951355,0.430763334035873,-16.9929180145264,-10.0842094421387,2020,THOMPSON 07
0.0163114760071039,0.0245140790939331,0.0566222406923771,0.0437433384358883,0.102303713560104,0.287768065929413,0.348318189382553,0.353206306695938,0.368994891643524,0.442200571298599,0.0293956566601992,0.18753981590271,0.112888097763062,0.533726990222931,0.701834082603455,0.28122740983963,0.748573005199432,-16.5389804840088,-10.2688751220703,2018,THOMPSON 08
0.0876904278993607,0.184083476662636,0.223798170685768,0.194444581866264,0.22857004404068,0.31068143248558,0.337354242801666,0.344472050666809,0.352203190326691,0.427511394023895,0.115391463041306,0.225301384925842,0.135667309165001,0.333397448062897,0.210902079939842,0.198272958397865,0.271945506334305,-17.107837677002,-9.93003082275391,2019,THOMPSON 08
0.109660506248474,0.182298362255096,0.211713686585426,0.19280169904232,0.228764489293098,0.336565315723419,0.377319425344467,0.390626519918442,0.397524178028107,0.509772717952728,0.094454400241375,0.225010767579079,0.12885893881321,0.420817315578461,0.297760725021362,0.262138068675995,0.33689558506012,-17.0353240966797,-10.2734003067017,2020,THOMPSON 08
0.0157930832356215,0.0225068554282188,0.0549944154918194,0.0384390391409397,0.0987105816602707,0.295323550701141,0.35930198431015,0.364754438400269,0.379373878240585,0.44317889213562,0.105086833238602,0.180255085229874,0.104471683502197,0.562114000320435,0.714346826076508,0.307776510715485,0.775315344333649,-16.4214954376221,-9.87065601348877,2018,THOMPSON 96
0.111874222755432,0.162647306919098,0.175604462623596,0.156099781394005,0.190049231052399,0.271831810474396,0.296501100063324,0.30314439535141,0.314381241798401,0.410546898841858,0.127133250236511,0.219685345888138,0.135353237390518,0.360120266675949,0.262016087770462,0.152172774076462,0.31395611166954,-16.8177337646484,-10.0268888473511,2019,THOMPSON 96
0.120184563100338,0.16051459312439,0.176433220505714,0.161308705806732,0.198051452636719,0.310859143733978,0.35000616312027,0.360055983066559,0.370058387517929,0.487918138504028,0.0569670051336288,0.208865255117416,0.120672985911369,0.44237944483757,0.341736495494843,0.261915266513824,0.379481941461563,-17.127758026123,-10.2571601867676,2020,THOMPSON 96
0.0286224521696568,0.0365777909755707,0.0670022293925285,0.0638496428728104,0.117503121495247,0.284845501184464,0.340354651212692,0.348365277051926,0.361677408218384,0.432557582855225,0.08961571007967,0.212020307779312,0.140379592776299,0.484638452529907,0.65475606918335,0.225260928273201,0.663059651851654,-17.1627178192139,-10.2353620529175,2018,TIMCO 14 CR
0.0316809900105,0.042695440351963,0.0695893317461014,0.0748887062072754,0.119865119457245,0.249776870012283,0.29403081536293,0.301060616970062,0.313621014356613,0.383717060089111,0.109248034656048,0.216050207614899,0.159748524427414,0.387262135744095,0.58563369512558,0.132900550961494,0.55755740404129,-17.3296890258789,-10.0428333282471,2019,TIMCO 14 CR
0.0308896172791719,0.0423944666981697,0.0696061179041862,0.0757876560091972,0.12204198539257,0.250884234905243,0.29564306139946,0.308447003364563,0.318432033061981,0.459391683340073,1.68831157684326,0.221361875534058,0.159174755215645,0.399157285690308,0.610395193099976,0.150771796703339,0.584909617900848,-17.548059463501,-10.4213371276855,2020,TIMCO 14 CR
