B1_median,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8_median,B8A_median,B9_median,B10_median,B11_median,B12_median,EVI_median,GNDVI_median,NDMI_median,NDVI_median,VH_median,VV_median,Year,Field
0.0362160205841064,0.0486056320369244,0.0718373730778694,0.0896635726094246,0.129423886537552,0.214703515172005,0.246624246239662,0.256729155778885,0.275785177946091,0.331821382045746,0.0476825200021267,0.25492662191391,0.18757963180542,0.291141748428345,0.549398303031921,0.00397566519677639,0.476307809352875,-18.2224960327148,-11.4376211166382,2019,INIAGRAPE ONE 14
0.0211156532168388,0.0233570262789726,0.0550300516188145,0.0436929725110531,0.103955492377281,0.298992335796356,0.373644113540649,0.38920459151268,0.396875888109207,0.427227914333344,0.0942879617214203,0.187544122338295,0.111898317933083,0.582065343856812,0.748182117938995,0.346314936876297,0.789295792579651,-18.0162448883057,-11.3170127868652,2020,INIAGRAPE ONE 14
0.0381759963929653,0.0540684834122658,0.0843077525496483,0.100338637828827,0.144721195101738,0.230747222900391,0.265289664268494,0.268913984298706,0.283442735671997,0.356890708208084,0.0394082963466644,0.233140110969543,0.17973567545414,0.290954440832138,0.521611213684082,0.0773231983184814,0.452279448509216,-18.5613784790039,-12.3442716598511,2018,INIAGRAPE ONE 15
0.0210417807102203,0.0302171930670738,0.0593644864857197,0.0545710287988186,0.108436532318592,0.265774458646774,0.317890673875809,0.322083711624146,0.337217599153519,0.37860843539238,0.021908238530159,0.186481907963753,0.120224848389626,0.46770367026329,0.681424260139465,0.261587530374527,0.701029360294342,-16.6140918731689,-10.0927495956421,2019,INIAGRAPE ONE 15
0.0112294126302004,0.019735649228096,0.0509332753717899,0.0348502434790134,0.0955269262194633,0.302318513393402,0.382028460502625,0.389771938323975,0.404239326715469,0.458300352096558,0.0580049641430378,0.175025507807732,0.0927066057920456,0.606726586818695,0.772160291671753,0.389421194791794,0.834126055240631,-16.7209892272949,-10.324164390564,2020,INIAGRAPE ONE 15
0.0128059173002839,0.0220221802592278,0.0650789812207222,0.0344307795166969,0.114493556320667,0.356310337781906,0.437853664159775,0.443781495094299,0.459331691265106,0.493877023458481,0.0361495055258274,0.1921167075634,0.0975599959492683,0.677433252334595,0.752291142940521,0.398856073617935,0.853925347328186,-17.501932144165,-10.6928415298462,2018,SABLE 14
0.135573118925095,0.173526674509048,0.189487978816032,0.182299539446831,0.212944954633713,0.286754876375198,0.313459485769272,0.318260252475739,0.334514021873474,0.40915185213089,0.0573286786675453,0.274186342954636,0.181319445371628,0.307350128889084,0.284372329711914,0.0530351735651493,0.260848492383957,-17.659574508667,-10.6403522491455,2019,SABLE 14
0.131865754723549,0.178624242544174,0.197930097579956,0.198309138417244,0.225490421056747,0.315765976905823,0.350803077220917,0.357379794120789,0.368277937173843,0.432555824518204,0.381318747997284,0.246779158711433,0.152707576751709,0.325654923915863,0.279366731643677,0.16923899948597,0.278989851474762,-17.290699005127,-10.303316116333,2020,SABLE 14
0.0355649590492249,0.0536250546574593,0.0872151851654053,0.0973400473594666,0.142844811081886,0.245552882552147,0.276122272014618,0.272695362567902,0.292554795742035,0.378051936626434,0.042585801333189,0.212276235222816,0.163542717695236,0.274050384759903,0.48893466591835,0.0905456617474556,0.41668975353241,-18.81374168396,-11.4996824264526,2018,SABLE 16
0.0583554208278656,0.0583312772214413,0.0814274474978447,0.102004162967205,0.136876955628395,0.209944903850555,0.237065672874451,0.242050021886826,0.260182172060013,0.354961037635803,0.0680649280548096,0.243632659316063,0.194890663027763,0.237295761704445,0.462664365768433,-0.024030851200223,0.370740801095963,-17.6548366546631,-10.2658004760742,2019,SABLE 16
0.0460693314671516,0.0499462373554707,0.0787634029984474,0.10009141266346,0.14314591884613,0.236681774258614,0.274895042181015,0.289326995611191,0.306903839111328,0.407529711723328,0.158804029226303,0.266516625881195,0.195295110344887,0.313199073076248,0.559793531894684,0.0331673249602318,0.471116006374359,-17.6539421081543,-10.5116901397705,2020,SABLE 16
0.0534875951707363,0.0836007297039032,0.113772712647915,0.0897888094186783,0.146852433681488,0.375042527914047,0.466047883033752,0.470607221126556,0.485642582178116,0.517943501472473,-0.0109177539125085,0.188304290175438,0.0949050262570381,0.680286467075348,0.60278195142746,0.427617102861404,0.675202429294586,-16.5077819824219,-10.0051326751709,2018,THOMPSON 00
0.0648218989372253,0.0949517711997032,0.117647275328636,0.115566305816174,0.154709234833717,0.248941630125046,0.27975007891655,0.290546745061874,0.303817868232727,0.428336679935455,0.0397077985107899,0.21882963180542,0.132777705788612,0.343666285276413,0.42171785235405,0.137205705046654,0.426464825868607,-16.7751426696777,-9.96885395050049,2019,THOMPSON 00
0.0808345228433609,0.108007900416851,0.127100571990013,0.135813310742378,0.170752495527267,0.238074854016304,0.261153042316437,0.274353414773941,0.285701483488083,0.442681521177292,3.13603615760803,0.237493932247162,0.156177595257759,0.271430552005768,0.370859414339066,0.0775109976530075,0.342137515544891,-17.0319023132324,-10.1924753189087,2020,THOMPSON 00
0.0134759331122041,0.018760534003377,0.0553608387708664,0.0312425047159195,0.101412884891033,0.328729003667831,0.398773193359375,0.401471197605133,0.419228494167328,0.44656890630722,-0.0103408070281148,0.170497879385948,0.0884149149060249,0.635427474975586,0.757194995880127,0.401643544435501,0.849214613437653,-16.248556137085,-9.68679714202881,2018,THOMPSON 07
0.0993479043245316,0.147768437862396,0.159874364733696,0.142692700028419,0.175099670886993,0.254253476858139,0.27949720621109,0.286284863948822,0.29708132147789,0.370256453752518,0.0776057988405228,0.203986018896103,0.127694174647331,0.337582141160965,0.288839638233185,0.162847831845284,0.334355860948563,-16.9949588775635,-9.92004489898682,2019,THOMPSON 07
0.103423230350018,0.140179127454758,0.158772483468056,0.141713500022888,0.180050373077393,0.312407672405243,0.356829941272736,0.368914723396301,0.381946593523026,0.46847128868103,0.0405593849718571,0.201955184340477,0.114470854401588,0.494294881820679,0.378259032964706,0.291529208421707,0.42449477314949,-16.9143047332764,-10.024001121521,2020,THOMPSON 07
0.0121504804119468,0.0206417292356491,0.0555046834051609,0.03481300547719,0.102748312056065,0.319606572389603,0.390149474143982,0.388316631317139,0.409589827060699,0.453428089618683,-0.00470433523878455,0.176378920674324,0.0943773835897446,0.612019300460815,0.746787250041962,0.376069217920303,0.830591380596161,-16.4740524291992,-10.1961164474487,2018,THOMPSON 08
0.0863132551312447,0.183851420879364,0.224162861704826,0.191525489091873,0.22976091504097,0.304946303367615,0.330440133810043,0.336641818284988,0.343948274850845,0.421230345964432,0.0767358019948006,0.219651132822037,0.130628108978271,0.322192639112473,0.218309879302979,0.202650368213654,0.275870323181152,-17.0060043334961,-9.77692699432373,2019,THOMPSON 08
0.10776960849762,0.179811805486679,0.210532322525978,0.191786244511604,0.227589175105095,0.346173375844955,0.387848079204559,0.401346176862717,0.408095270395279,0.511577129364014,0.086540587246418,0.22235968708992,0.125430941581726,0.444774448871613,0.301591545343399,0.284237027168274,0.345446050167084,-16.9259471893311,-10.1419267654419,2020,THOMPSON 08
0.0119095500558615,0.0186231099069118,0.0544514060020447,0.0309422537684441,0.10037087649107,0.322765648365021,0.390090256929398,0.394343167543411,0.410321980714798,0.461228936910629,-0.00421520136296749,0.173157572746277,0.0899596959352493,0.627346694469452,0.757692575454712,0.39098185300827,0.848520219326019,-16.2871837615967,-9.79851150512695,2018,THOMPSON 96
0.110427908599377,0.162748649716377,0.175488173961639,0.153059452772141,0.19015283882618,0.270033061504364,0.29473465681076,0.299761950969696,0.311137199401855,0.403665482997894,0.0807557851076126,0.212041944265366,0.128545075654984,0.353118509054184,0.27439421415329,0.17108628153801,0.3260138630867,-16.6370239257812,-9.87697124481201,2019,THOMPSON 96
0.115740813314915,0.157726436853409,0.174581706523895,0.16105829179287,0.19615875184536,0.320585817098618,0.360513001680374,0.370546370744705,0.381168246269226,0.492009282112122,0.0560328215360641,0.208778157830238,0.119990468025208,0.466251701116562,0.33820366859436,0.277302861213684,0.380738884210587,-17.0130767822266,-10.1309871673584,2020,THOMPSON 96
0.0270718168467283,0.0360651239752769,0.0651853829622269,0.0613114163279533,0.117657043039799,0.28575474023819,0.336659252643585,0.34237876534462,0.356846660375595,0.432836204767227,0.0566744357347488,0.199713200330734,0.128313690423965,0.490152060985565,0.665872514247894,0.261850506067276,0.692709565162659,-17.0051403045654,-10.0813856124878,2018,TIMCO 14 CR
0.0312084350734949,0.0435153357684612,0.0701492056250572,0.0775645598769188,0.121267303824425,0.235562831163406,0.271065533161163,0.278694659471512,0.289293140172958,0.387948632240295,0.045771274715662,0.214969620108604,0.161634176969528,0.353561848402023,0.591558635234833,0.125635877251625,0.560180306434631,-17.0567436218262,-9.94026756286621,2019,TIMCO 14 CR
0.0262593869119883,0.0367455407977104,0.0654239356517792,0.0667481496930122,0.116568192839622,0.259623229503632,0.308342963457108,0.321548670530319,0.330010861158371,0.458363741636276,0.930500507354736,0.21043848991394,0.145284205675125,0.438441723585129,0.646947681903839,0.19830496609211,0.641282439231873,-17.1343593597412,-10.3409423828125,2020,TIMCO 14 CR
